,final_l2_error,final_l2_error,final_loss,final_loss,time_sec,time_sec
,mean,std,mean,std,mean,std
dtype,,,,,,
fp32,0.0003968213519935186,0.00019198619507809593,3.875313799047338e-06,3.5496484081051724e-06,89.41172965367635,6.438907103925879
fp64,0.00047251183252947234,0.0003099855808224207,4.072022268323502e-06,2.744014086866427e-06,164.38523284594217,1.6317258252962505
