case_key,task_name,variant,main_parameter_name,main_parameter_value,hid_size,num_layers,n_collocation,n_ic,n_bc,adam_steps,lbfgs_steps,lr_adam,lbfgs_lr,resample_every,fp32_n_total,fp32_n_valid,fp32_n_bad,fp32_bad_rate,fp32_median_best_l2,fp32_min_best_l2,fp32_max_best_l2,fp32_source_paths,fp64_n_total,fp64_n_valid,fp64_n_bad,fp64_bad_rate,fp64_median_best_l2,fp64_min_best_l2,fp64_max_best_l2,fp64_source_paths,fp64_over_fp32_median
helmholtz1d|helmholtz_rs_m7|m|7|128|4|5000|0|2|10000|1000|||200,helmholtz1d,helmholtz_rs_m7,m,7.0,128.0,4.0,5000.0,0.0,2.0,10000.0,1000.0,,,200.0,2,2,0,0.0,0.00134821725077925,0.0011489177122712,0.0015475167892873,experiments_raw/results_exp_6_helmholtz1d_resampling_final/runs/helmholtz_rs_m7_fp32_0; experiments_raw/results_exp_6_helmholtz1d_resampling_final/runs/helmholtz_rs_m7_fp32_1,2,2,0,0.0,0.0005143762736539,0.0003402179803587,0.0006885345669491,experiments_raw/results_exp_6_helmholtz1d_resampling_final/runs/helmholtz_rs_m7_fp64_0; experiments_raw/results_exp_6_helmholtz1d_resampling_final/runs/helmholtz_rs_m7_fp64_1,0.3815232844384671
helmholtz1d|helmholtz_m8|m|8|128|4|10000|0|2|5000|1000|||200,helmholtz1d,helmholtz_m8,m,8.0,128.0,4.0,10000.0,0.0,2.0,5000.0,1000.0,,,200.0,2,2,0,0.0,0.00918896705843505,0.0030395030044019,0.0153384311124682,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r029_m8_more_points_soft_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r030_m8_more_points_soft_fp32_s1,2,2,0,0.0,0.0239497799993314,0.0079033375910808,0.039996222407582,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r031_m8_more_points_soft_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r032_m8_more_points_soft_fp64_s1,2.6063625919027102
helmholtz1d|helmholtz_m8|m|8|128|4|5000|0|2|0|1500|||,helmholtz1d,helmholtz_m8,m,8.0,128.0,4.0,5000.0,0.0,2.0,0.0,1500.0,,,,1,1,1,1.0,1.0168980360031128,1.0168980360031128,1.0168980360031128,experiments_raw/results_exp_7_helmholtz1d_lbfgs_warmup/runs/helmholtz_lbfgs_r01_m8_fp32_adam0,1,1,1,1.0,0.9998590890430962,0.9998590890430962,0.9998590890430962,experiments_raw/results_exp_7_helmholtz1d_lbfgs_warmup/runs/helmholtz_lbfgs_r02_m8_fp64_adam0,0.9832441932654451
helmholtz1d|helmholtz_m8|m|8|128|4|5000|0|2|10000|0|||200,helmholtz1d,helmholtz_m8,m,8.0,128.0,4.0,5000.0,0.0,2.0,10000.0,0.0,,,200.0,2,2,0,0.0,0.24972347915172574,0.1933128833770752,0.3061340749263763,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r021_m8_adam_only_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r022_m8_adam_only_fp32_s1,2,2,0,0.0,0.18062934349575735,0.1459099619138763,0.2153487250776384,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r023_m8_adam_only_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r024_m8_adam_only_fp64_s1,0.72331742337296
helmholtz1d|helmholtz_m8|m|8|128|4|5000|0|2|10000|800|||,helmholtz1d,helmholtz_m8,m,8.0,128.0,4.0,5000.0,0.0,2.0,10000.0,800.0,,,,2,2,1,0.5,0.5220789592713118,0.0553073845803737,0.9888505339622498,experiments_raw/results_exp_5_helmholtz1d_normalized/runs/helmholtz_m8_fp32_0; experiments_raw/results_exp_5_helmholtz1d_normalized/runs/helmholtz_m8_fp32_1,2,2,0,0.0,0.0961646018779944,0.0342897565962522,0.1580394471597366,experiments_raw/results_exp_5_helmholtz1d_normalized/runs/helmholtz_m8_fp64_0; experiments_raw/results_exp_5_helmholtz1d_normalized/runs/helmholtz_m8_fp64_1,0.18419551328445702
helmholtz1d|helmholtz_m8|m|8|128|4|5000|0|2|2000|1500|||,helmholtz1d,helmholtz_m8,m,8.0,128.0,4.0,5000.0,0.0,2.0,2000.0,1500.0,,,,1,1,0,0.0,9.030805813381448e-05,9.030805813381448e-05,9.030805813381448e-05,experiments_raw/results_exp_7_helmholtz1d_lbfgs_warmup/runs/helmholtz_lbfgs_r05_m8_fp32_adam2000,1,1,0,0.0,0.0004235102604261,0.0004235102604261,0.0004235102604261,experiments_raw/results_exp_7_helmholtz1d_lbfgs_warmup/runs/helmholtz_lbfgs_r06_m8_fp64_adam2000,4.689617617495011
helmholtz1d|helmholtz_m8|m|8|128|4|5000|0|2|2000|1500|||0,helmholtz1d,helmholtz_m8,m,8.0,128.0,4.0,5000.0,0.0,2.0,2000.0,1500.0,,,0.0,2,2,0,0.0,0.00531957997009155,0.002597127109766,0.0080420328304171,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r001_m8_base_2k_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r002_m8_base_2k_fp32_s1,2,2,1,0.5,0.5005469567780806,0.0013316335624289,0.9997622799937324,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r003_m8_base_2k_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r004_m8_base_2k_fp64_s1,94.09520292811129
helmholtz1d|helmholtz_m8|m|8|128|4|5000|0|2|2000|1500|||200,helmholtz1d,helmholtz_m8,m,8.0,128.0,4.0,5000.0,0.0,2.0,2000.0,1500.0,,,200.0,2,2,1,0.5,0.49979674903443083,0.0018775480566546,0.997715950012207,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r005_m8_resample_2k_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r006_m8_resample_2k_fp32_s1,2,2,2,1.0,0.9655925334747055,0.9270554297052566,1.0041296372441544,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r007_m8_resample_2k_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r008_m8_resample_2k_fp64_s1,1.9319704166546834
helmholtz1d|helmholtz_m8|m|8|128|4|5000|0|2|5000|1500|||100,helmholtz1d,helmholtz_m8,m,8.0,128.0,4.0,5000.0,0.0,2.0,5000.0,1500.0,,,100.0,2,2,1,0.5,0.4842431533616037,0.0031260228715837,0.9653602838516236,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r025_m8_resample_100_soft_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r026_m8_resample_100_soft_fp32_s1,2,2,0,0.0,0.3565394531813218,0.0025188842046772,0.7105600221579664,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r027_m8_resample_100_soft_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r028_m8_resample_100_soft_fp64_s1,0.7362818672938047
helmholtz1d|helmholtz_m8|m|8|128|4|5000|0|2|5000|1500|||200,helmholtz1d,helmholtz_m8,m,8.0,128.0,4.0,5000.0,0.0,2.0,5000.0,1500.0,,,200.0,6,6,3,0.5,0.4196427436545491,0.0056408294476568,0.8229723572731018,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r017_m8_softer_lbfgs_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r009_m8_resample_5k_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r013_m8_soft_lbfgs_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r018_m8_softer_lbfgs_fp32_s1; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r010_m8_resample_5k_fp32_s1; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r014_m8_soft_lbfgs_fp32_s1,6,6,6,1.0,0.8357008852020027,0.8333270916880886,0.8380746787159169,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r011_m8_resample_5k_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r019_m8_softer_lbfgs_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r015_m8_soft_lbfgs_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r012_m8_resample_5k_fp64_s1; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r020_m8_softer_lbfgs_fp64_s1; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r016_m8_soft_lbfgs_fp64_s1,1.991457967136812
helmholtz1d|helmholtz_m8|m|8|128|4|5000|0|2|500|1500|||,helmholtz1d,helmholtz_m8,m,8.0,128.0,4.0,5000.0,0.0,2.0,500.0,1500.0,,,,1,1,0,0.0,0.0002143521705875,0.0002143521705875,0.0002143521705875,experiments_raw/results_exp_7_helmholtz1d_lbfgs_warmup/runs/helmholtz_lbfgs_r03_m8_fp32_adam500,1,1,1,1.0,1.01204815394529,1.01204815394529,1.01204815394529,experiments_raw/results_exp_7_helmholtz1d_lbfgs_warmup/runs/helmholtz_lbfgs_r04_m8_fp64_adam500,4721.427131675184
helmholtz1d|helmholtz_m8|m|8|256|3|5000|0|2|8000|1000||1|200,helmholtz1d,helmholtz_m8,m,8.0,256.0,3.0,5000.0,0.0,2.0,8000.0,1000.0,,1.0,200.0,1,1,0,0.0,0.2373065054416656,0.2373065054416656,0.2373065054416656,experiments_raw/results_exp_9_helmholtz1d_large_lbfgs/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r003_m8_resample_wide_256_fp32_s0,1,1,1,1.0,0.9991073065903948,0.9991073065903948,0.9991073065903948,experiments_raw/results_exp_9_helmholtz1d_large_lbfgs/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r004_m8_resample_wide_256_fp64_s0,4.2101977134208575
helmholtz1d|helmholtz_m8|m|8|256|3|5000|0|2|8000|2000||1|200,helmholtz1d,helmholtz_m8,m,8.0,256.0,3.0,5000.0,0.0,2.0,8000.0,2000.0,,1.0,200.0,2,2,1,0.5,0.5005231985123828,0.0019152539316564,0.9991311430931092,experiments_raw/results_exp_12_helmholts_more/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r005_m8_resample_wide_256_fp32_s0; experiments_raw/results_exp_12_helmholts_more/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r006_m8_resample_wide_256_fp32_s1,2,2,1,0.5,0.5182731620743087,0.0385436640733099,0.9980026600753076,experiments_raw/results_exp_12_helmholts_more/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r007_m8_resample_wide_256_fp64_s0; experiments_raw/results_exp_12_helmholts_more/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r008_m8_resample_wide_256_fp64_s1,1.0354628189356279
helmholtz1d|helmholtz_main|m|8|128|4|4000|0|256|2000|3000||0.3|500,helmholtz1d,helmholtz_main,m,8.0,128.0,4.0,4000.0,0.0,256.0,2000.0,3000.0,,0.3,500.0,2,2,1,0.5,0.5019146215636282,0.0038419985212385,0.999987244606018,experiments_raw/final/final/runs/run013_helmholtz1d_helmholtz_main_m8_fp32_s0; experiments_raw/final/final/runs/run014_helmholtz1d_helmholtz_main_m8_fp32_s1,2,2,0,0.0,0.0008813547300047,0.0004160223984903,0.0013466870615191,experiments_raw/final/final/runs/run015_helmholtz1d_helmholtz_main_m8_fp64_s0; experiments_raw/final/final/runs/run016_helmholtz1d_helmholtz_main_m8_fp64_s1,0.0017559853651184574
helmholtz1d|helmholtz_resample_long|m|8|128|4|5000|0|2|10000|1000||1|200,helmholtz1d,helmholtz_resample_long,m,8.0,128.0,4.0,5000.0,0.0,2.0,10000.0,1000.0,,1.0,200.0,2,2,0,0.0,0.00324988248758015,0.0031560382340103,0.00334372674115,experiments_raw/final/final 2/runs/run013_helmholtz1d_helmholtz_resample_long_m8_fp32_s0; experiments_raw/final/final 2/runs/run014_helmholtz1d_helmholtz_resample_long_m8_fp32_s1,2,2,0,0.0,0.11544944453359139,0.0010758262542644,0.2298230628129184,experiments_raw/final/final 2/runs/run015_helmholtz1d_helmholtz_resample_long_m8_fp64_s0; experiments_raw/final/final 2/runs/run016_helmholtz1d_helmholtz_resample_long_m8_fp64_s1,35.52419048220867
helmholtz1d|helmholtz_rs_m8|m|8|128|4|5000|0|2|10000|1000|||200,helmholtz1d,helmholtz_rs_m8,m,8.0,128.0,4.0,5000.0,0.0,2.0,10000.0,1000.0,,,200.0,2,2,0,0.0,0.00253584620077155,0.0013765438925474,0.0036951485089957,experiments_raw/results_exp_6_helmholtz1d_resampling_final/runs/helmholtz_rs_m8_fp32_0; experiments_raw/results_exp_6_helmholtz1d_resampling_final/runs/helmholtz_rs_m8_fp32_1,2,2,0,0.0,0.0010388794492335,0.0009721753027929,0.0011055835956741,experiments_raw/results_exp_6_helmholtz1d_resampling_final/runs/helmholtz_rs_m8_fp64_0; experiments_raw/results_exp_6_helmholtz1d_resampling_final/runs/helmholtz_rs_m8_fp64_1,0.4096776251325546
helmholtz1d|resample_proven_128|m|8|128|4|5000|0|2|10000|1000||1|200,helmholtz1d,resample_proven_128,m,8.0,128.0,4.0,5000.0,0.0,2.0,10000.0,1000.0,,1.0,200.0,1,1,0,0.0,0.0022322519216686,0.0022322519216686,0.0022322519216686,experiments_raw/results_exp_9_helmholtz1d_large_lbfgs/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r001_m8_resample_proven_128_fp32_s0,1,1,0,0.0,0.0010758262542644,0.0010758262542644,0.0010758262542644,experiments_raw/results_exp_9_helmholtz1d_large_lbfgs/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r002_m8_resample_proven_128_fp64_s0,0.4819466135615301
helmholtz1d|resample_proven_128|m|8|128|4|5000|0|2|10000|2000||1|200,helmholtz1d,resample_proven_128,m,8.0,128.0,4.0,5000.0,0.0,2.0,10000.0,2000.0,,1.0,200.0,2,2,0,0.0,0.0027879893314093,0.0022322519216686,0.00334372674115,experiments_raw/results_exp_12_helmholts_more/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r001_m8_resample_proven_128_fp32_s0; experiments_raw/results_exp_12_helmholts_more/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r002_m8_resample_proven_128_fp32_s1,2,2,0,0.0,0.11544944453359139,0.0010758262542644,0.2298230628129184,experiments_raw/results_exp_12_helmholts_more/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r003_m8_resample_proven_128_fp64_s0; experiments_raw/results_exp_12_helmholts_more/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r004_m8_resample_proven_128_fp64_s1,41.409571849126436
helmholtz1d|helmholtz_m9|m|9|128|4|10000|0|2|5000|1000|||200,helmholtz1d,helmholtz_m9,m,9.0,128.0,4.0,10000.0,0.0,2.0,5000.0,1000.0,,,200.0,2,2,0,0.0,0.3216434005298651,0.0016503102378919,0.6416364908218384,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r061_m9_more_points_soft_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r062_m9_more_points_soft_fp32_s1,2,2,0,0.0,0.2982825821384338,0.0033133436255883,0.5932518206512792,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r063_m9_more_points_soft_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r064_m9_more_points_soft_fp64_s1,0.9273704408268677
helmholtz1d|helmholtz_m9|m|9|128|4|5000|0|2|10000|0|||200,helmholtz1d,helmholtz_m9,m,9.0,128.0,4.0,5000.0,0.0,2.0,10000.0,0.0,,,200.0,2,2,0,0.0,0.6103802919387817,0.5772601962089539,0.6435003876686096,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r053_m9_adam_only_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r054_m9_adam_only_fp32_s1,2,2,0,0.0,0.5025544211868497,0.3718786383536135,0.6332302040200859,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r055_m9_adam_only_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r056_m9_adam_only_fp64_s1,0.8233464084997907
helmholtz1d|helmholtz_m9|m|9|128|4|5000|0|2|2000|1500|||0,helmholtz1d,helmholtz_m9,m,9.0,128.0,4.0,5000.0,0.0,2.0,2000.0,1500.0,,,0.0,2,2,1,0.5,0.5036407802253962,0.0075856037437915,0.9996959567070008,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r033_m9_base_2k_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r034_m9_base_2k_fp32_s1,2,2,1,0.5,0.5781763795044393,0.1563372631704687,1.00001549583841,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r035_m9_base_2k_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r036_m9_base_2k_fp64_s1,1.1479935743997656
helmholtz1d|helmholtz_m9|m|9|128|4|5000|0|2|2000|1500|||200,helmholtz1d,helmholtz_m9,m,9.0,128.0,4.0,5000.0,0.0,2.0,2000.0,1500.0,,,200.0,2,2,2,1.0,0.9101124703884125,0.8205289840698242,0.9996959567070008,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r037_m9_resample_2k_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r038_m9_resample_2k_fp32_s1,2,2,1,0.5,0.5010675589562554,0.0021196220741009,1.00001549583841,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r039_m9_resample_2k_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r040_m9_resample_2k_fp64_s1,0.550555645877935
helmholtz1d|helmholtz_m9|m|9|128|4|5000|0|2|5000|1500|||100,helmholtz1d,helmholtz_m9,m,9.0,128.0,4.0,5000.0,0.0,2.0,5000.0,1500.0,,,100.0,2,2,1,0.5,0.8667227327823639,0.7737687826156616,0.9596766829490662,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r057_m9_resample_100_soft_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r058_m9_resample_100_soft_fp32_s1,2,2,0,0.0,0.38569215246001504,0.0276855118523044,0.7436987930677257,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r059_m9_resample_100_soft_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r060_m9_resample_100_soft_fp64_s1,0.4450006188505768
helmholtz1d|helmholtz_m9|m|9|128|4|5000|0|2|5000|1500|||200,helmholtz1d,helmholtz_m9,m,9.0,128.0,4.0,5000.0,0.0,2.0,5000.0,1500.0,,,200.0,6,6,0,0.0,0.018840676173567703,0.0033658454194664,0.6839715838432312,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r041_m9_resample_5k_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r045_m9_soft_lbfgs_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r049_m9_softer_lbfgs_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r046_m9_soft_lbfgs_fp32_s1; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r050_m9_softer_lbfgs_fp32_s1; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r042_m9_resample_5k_fp32_s1,6,6,2,0.3333333333333333,0.6353126044504966,0.0289336993317112,0.9121917404924468,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r047_m9_soft_lbfgs_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r051_m9_softer_lbfgs_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r043_m9_resample_5k_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r052_m9_softer_lbfgs_fp64_s1; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r048_m9_soft_lbfgs_fp64_s1; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r044_m9_resample_5k_fp64_s1,33.72026558907693
helmholtz1d|helmholtz_rs_m9|m|9|128|4|5000|0|2|10000|1000|||200,helmholtz1d,helmholtz_rs_m9,m,9.0,128.0,4.0,5000.0,0.0,2.0,10000.0,1000.0,,,200.0,2,2,0,0.0,0.0010594721825327,0.0004719910793937,0.0016469532856717,experiments_raw/results_exp_6_helmholtz1d_resampling_final/runs/helmholtz_rs_m9_fp32_0; experiments_raw/results_exp_6_helmholtz1d_resampling_final/runs/helmholtz_rs_m9_fp32_1,2,2,0,0.0,0.0009256147461689001,0.0005594160001707,0.0012918134921671,experiments_raw/results_exp_6_helmholtz1d_resampling_final/runs/helmholtz_rs_m9_fp64_0; experiments_raw/results_exp_6_helmholtz1d_resampling_final/runs/helmholtz_rs_m9_fp64_1,0.8736564880412342
helmholtz1d|helmholtz_m10|m|10|128|4|10000|0|2|5000|1000|||200,helmholtz1d,helmholtz_m10,m,10.0,128.0,4.0,10000.0,0.0,2.0,5000.0,1000.0,,,200.0,2,2,1,0.5,0.789873331785202,0.7046611905097961,0.8750854730606079,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r093_m10_more_points_soft_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r094_m10_more_points_soft_fp32_s1,2,2,2,1.0,0.873874734936602,0.858370551159921,0.8893789187132829,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r095_m10_more_points_soft_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r096_m10_more_points_soft_fp64_s1,1.106347941842203
helmholtz1d|helmholtz_m10|m|10|128|4|5000|0|2|0|1500|||,helmholtz1d,helmholtz_m10,m,10.0,128.0,4.0,5000.0,0.0,2.0,0.0,1500.0,,,,1,1,1,1.0,1.0149681568145752,1.0149681568145752,1.0149681568145752,experiments_raw/results_exp_7_helmholtz1d_lbfgs_warmup/runs/helmholtz_lbfgs_r07_m10_fp32_adam0,1,1,1,1.0,0.9995512117851952,0.9995512117851952,0.9995512117851952,experiments_raw/results_exp_7_helmholtz1d_lbfgs_warmup/runs/helmholtz_lbfgs_r08_m10_fp64_adam0,0.984810415059951
helmholtz1d|helmholtz_m10|m|10|128|4|5000|0|2|10000|0|||200,helmholtz1d,helmholtz_m10,m,10.0,128.0,4.0,5000.0,0.0,2.0,10000.0,0.0,,,200.0,2,2,0,0.0,0.5799353420734406,0.5050587058067322,0.6548119783401489,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r085_m10_adam_only_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r086_m10_adam_only_fp32_s1,2,2,1,0.5,0.7162463689923662,0.6185362830621512,0.813956454922581,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r087_m10_adam_only_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r088_m10_adam_only_fp64_s1,1.2350452145778412
helmholtz1d|helmholtz_m10|m|10|128|4|5000|0|2|10000|800|||,helmholtz1d,helmholtz_m10,m,10.0,128.0,4.0,5000.0,0.0,2.0,10000.0,800.0,,,,2,2,1,0.5,0.7594989538192749,0.5190091133117676,0.9999887943267822,experiments_raw/results_exp_5_helmholtz1d_normalized/runs/helmholtz_m10_fp32_0; experiments_raw/results_exp_5_helmholtz1d_normalized/runs/helmholtz_m10_fp32_1,2,2,1,0.5,0.5299185503110977,0.0598496834833388,0.9999874171388566,experiments_raw/results_exp_5_helmholtz1d_normalized/runs/helmholtz_m10_fp64_0; experiments_raw/results_exp_5_helmholtz1d_normalized/runs/helmholtz_m10_fp64_1,0.6977212379902678
helmholtz1d|helmholtz_m10|m|10|128|4|5000|0|2|2000|1000|||,helmholtz1d,helmholtz_m10,m,10.0,128.0,4.0,5000.0,0.0,2.0,2000.0,1000.0,,,,2,2,0,0.0,0.0533467209897935,0.0100820837542414,0.0966113582253456,experiments_raw/results_exp_4_helmholtz1d_initial/runs/helmholtz_m10_fp32_0; experiments_raw/results_exp_4_helmholtz1d_initial/runs/helmholtz_m10_fp32_1,2,2,0,0.0,0.0244468903983431,0.0063527287590072,0.042541052037679,experiments_raw/results_exp_4_helmholtz1d_initial/runs/helmholtz_m10_fp64_0; experiments_raw/results_exp_4_helmholtz1d_initial/runs/helmholtz_m10_fp64_1,0.45826416215947696
helmholtz1d|helmholtz_m10|m|10|128|4|5000|0|2|2000|1500|||,helmholtz1d,helmholtz_m10,m,10.0,128.0,4.0,5000.0,0.0,2.0,2000.0,1500.0,,,,1,1,0,0.0,0.0026900072116404,0.0026900072116404,0.0026900072116404,experiments_raw/results_exp_7_helmholtz1d_lbfgs_warmup/runs/helmholtz_lbfgs_r11_m10_fp32_adam2000,1,1,1,1.0,1.0035130802412142,1.0035130802412142,1.0035130802412142,experiments_raw/results_exp_7_helmholtz1d_lbfgs_warmup/runs/helmholtz_lbfgs_r12_m10_fp64_adam2000,373.05218956244335
helmholtz1d|helmholtz_m10|m|10|128|4|5000|0|2|2000|1500|||0,helmholtz1d,helmholtz_m10,m,10.0,128.0,4.0,5000.0,0.0,2.0,2000.0,1500.0,,,0.0,2,2,2,1.0,1.0000163614749908,0.9999876618385316,1.0000450611114502,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r065_m10_base_2k_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r066_m10_base_2k_fp32_s1,2,2,2,1.0,0.9888148849943763,0.9737688172987262,1.0038609526900264,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r067_m10_base_2k_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r068_m10_base_2k_fp64_s1,0.9887987067890642
helmholtz1d|helmholtz_m10|m|10|128|4|5000|0|2|2000|1500|||200,helmholtz1d,helmholtz_m10,m,10.0,128.0,4.0,5000.0,0.0,2.0,2000.0,1500.0,,,200.0,2,2,1,0.5,0.7145734429359436,0.5031043291091919,0.9260425567626952,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r069_m10_resample_2k_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r070_m10_resample_2k_fp32_s1,2,2,2,1.0,0.9841810144416369,0.9640224278720806,1.0043396010111931,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r071_m10_resample_2k_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r072_m10_resample_2k_fp64_s1,1.3772986166375927
helmholtz1d|helmholtz_m10|m|10|128|4|5000|0|2|5000|1500|||100,helmholtz1d,helmholtz_m10,m,10.0,128.0,4.0,5000.0,0.0,2.0,5000.0,1500.0,,,100.0,2,2,0,0.0,0.038796855602413395,0.0057461159303784,0.0718475952744484,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r089_m10_resample_100_soft_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r090_m10_resample_100_soft_fp32_s1,2,2,1,0.5,0.47243897769932747,0.0304997350200298,0.9143782203786252,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r091_m10_resample_100_soft_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r092_m10_resample_100_soft_fp64_s1,12.17724917041831
