task_name,variant,main_parameter_name,main_parameter_value,dtype,n_total,n_valid,n_bad,seed_list,best_l2_mean,best_l2_median,best_l2_std,best_l2_min,best_l2_max,final_l2_mean,final_l2_median,final_l2_std,final_l2_min,final_l2_max,bad_rate
convection1d,convection_beta50,beta,50.0,fp64,1,1,1,0,0.7004091523132202,0.7004091523132202,,0.7004091523132202,0.7004091523132202,0.7004091523132202,0.7004091523132202,,0.7004091523132202,0.7004091523132202,1.0
convection1d,convection_beta50_beta50p0,beta,,fp16,1,0,1,0,,,,,,,,,,,1.0
convection1d,convection_beta50_wide_lbfgs,beta,50.0,fp16,1,0,1,0,,,,,,,,,,,1.0
convection1d,convection_beta50_wide_lbfgs,beta,50.0,fp32,1,1,1,0,0.6873066425323486,0.6873066425323486,,0.6873066425323486,0.6873066425323486,0.6873066425323486,0.6873066425323486,,0.6873066425323486,0.6873066425323486,1.0
convection1d,convection_beta50_wide_lbfgs,beta,50.0,fp64,1,1,0,0,0.0071818074399789,0.0071818074399789,,0.0071818074399789,0.0071818074399789,0.007181807439978906,0.007181807439978906,,0.007181807439978906,0.007181807439978906,0.0
convection1d,lbfgs_grid_t4,beta,30.0,fp32,1,1,0,0,0.0066110449843108,0.0066110449843108,,0.0066110449843108,0.0066110449843108,0.006611044984310865,0.006611044984310865,,0.006611044984310865,0.006611044984310865,0.0
convection1d,lbfgs_grid_t4,beta,30.0,fp64,1,1,0,0,0.0101805789260388,0.0101805789260388,,0.0101805789260388,0.0101805789260388,0.0104210207454427,0.0104210207454427,,0.0104210207454427,0.0104210207454427,0.0
convection1d,lbfgs_grid_t4,beta,50.0,fp32,1,1,1,0,0.8505832552909851,0.8505832552909851,,0.8505832552909851,0.8505832552909851,0.8505832552909851,0.8505832552909851,,0.8505832552909851,0.8505832552909851,1.0
convection1d,lbfgs_grid_t4,beta,50.0,fp64,1,1,1,0,0.8581250754380461,0.8581250754380461,,0.8581250754380461,0.8581250754380461,1.885598995013883,1.885598995013883,,1.885598995013883,1.885598995013883,1.0
heat1d,fp32_0,alpha,0.1,fp32,1,1,0,0,0.0003752529737539,0.0003752529737539,,0.0003752529737539,0.0003752529737539,0.00037525297375395894,0.00037525297375395894,,0.00037525297375395894,0.00037525297375395894,0.0
heat1d,fp32_1,alpha,0.1,fp32,1,1,0,1,0.0002165301557397,0.0002165301557397,,0.0002165301557397,0.0002165301557397,0.000216530155739747,0.000216530155739747,,0.000216530155739747,0.000216530155739747,0.0
heat1d,fp32_2,alpha,0.1,fp32,1,1,0,2,0.0005908291786909,0.0005908291786909,,0.0005908291786909,0.0005908291786909,0.0005986809264868498,0.0005986809264868498,,0.0005986809264868498,0.0005986809264868498,0.0
heat1d,fp64_0,alpha,0.1,fp64,1,1,0,0,0.0008231124190756,0.0008231124190756,,0.0008231124190756,0.0008231124190756,0.0008299220745667345,0.0008299220745667345,,0.0008299220745667345,0.0008299220745667345,0.0
heat1d,fp64_1,alpha,0.1,fp64,1,1,0,1,0.0003106738239774,0.0003106738239774,,0.0003106738239774,0.0003106738239774,0.00031067382397749623,0.00031067382397749623,,0.00031067382397749623,0.00031067382397749623,0.0
heat1d,fp64_2,alpha,0.1,fp64,1,1,0,2,0.0002769395990441,0.0002769395990441,,0.0002769395990441,0.0002769395990441,0.0002769395990441863,0.0002769395990441863,,0.0002769395990441863,0.0002769395990441863,0.0
helmholtz1d,adam_only,m,8.0,fp32,2,2,1,"0,1",0.24972347915172574,0.24972347915172574,0.07977662960605722,0.1933128833770752,0.3061340749263763,0.37137822806835175,0.37137822806835175,0.09198593941693559,0.30633434653282166,0.43642210960388184,0.5
helmholtz1d,adam_only,m,8.0,fp64,2,2,1,"0,1",0.18062934349575735,0.18062934349575735,0.0491006203103028,0.1459099619138763,0.2153487250776384,0.24980940329937024,0.24980940329937024,0.10540404605088317,0.17527748757229158,0.32434131902644886,0.5
helmholtz1d,adam_only,m,9.0,fp32,2,2,2,"0,1",0.6103802919387817,0.6103802919387817,0.04683888856821782,0.5772601962089539,0.6435003876686096,0.7304167151451111,0.7304167151451111,0.06189104545800447,0.6866531372070312,0.7741802930831909,1.0
helmholtz1d,adam_only,m,9.0,fp64,2,2,2,"0,1",0.5025544211868497,0.5025544211868497,0.1848034643564839,0.3718786383536135,0.6332302040200859,0.7135623238476505,0.7135623238476505,0.36027626111220074,0.4588085365146782,0.9683161111806229,1.0
helmholtz1d,adam_only,m,10.0,fp32,2,2,2,"0,1",0.5799353420734406,0.5799353420734406,0.10589155451325613,0.5050587058067322,0.6548119783401489,0.6976556777954102,0.6976556777954102,0.24459215466242368,0.5247029066085815,0.8706084489822388,1.0
helmholtz1d,adam_only,m,10.0,fp64,2,2,2,"0,1",0.7162463689923662,0.7162463689923662,0.13818292870315035,0.6185362830621512,0.813956454922581,0.9152812317183785,0.9152812317183785,0.21559609285256742,0.7628317724650034,1.0677306909717534,1.0
helmholtz1d,adam_only,m,11.0,fp32,2,2,2,"0,1",0.6959944069385529,0.6959944069385529,0.03064965185245576,0.6743218302726746,0.7176669836044312,3.530282497406006,3.530282497406006,1.9605378715107078,2.143972873687744,4.916592121124268,1.0
helmholtz1d,adam_only,m,11.0,fp64,2,2,2,"0,1",0.6644842815818902,0.6644842815818902,0.14191251394303406,0.5641369806375404,0.7648315825262401,1.966557778111992,1.966557778111992,0.18916980912150436,1.8327945232864116,2.1003210329375728,1.0
helmholtz1d,adam_only,m,12.0,fp32,2,2,2,"0,1",0.7711652219295502,0.7711652219295502,0.18406536054386846,0.6410113573074341,0.9013190865516664,4.092341780662537,4.092341780662537,0.43926811075945515,3.7817323207855225,4.402951240539551,1.0
helmholtz1d,adam_only,m,12.0,fp64,2,2,2,"0,1",0.6354127061250652,0.6354127061250652,0.20395339357781067,0.4911958784801864,0.779629533769944,5.170839020542947,5.170839020542947,0.3166696976148897,4.946919729963165,5.394758311122729,1.0
helmholtz1d,base_2k,m,8.0,fp32,2,2,0,"0,1",0.00531957997009155,0.00531957997009155,0.0038501297579938186,0.002597127109766,0.0080420328304171,0.00733264209702611,0.00733264209702611,0.006697029519804293,0.0025971271097660065,0.012068157084286213,0.0
helmholtz1d,base_2k,m,8.0,fp64,2,2,1,"0,1",0.5005469567780806,0.5005469567780806,0.7059970806360429,0.0013316335624289,0.9997622799937324,0.920955562291501,0.920955562291501,1.2997870317238214,0.0018673380612527339,1.8400437865217492,0.5
helmholtz1d,base_2k,m,9.0,fp32,2,2,1,"0,1",0.5036407802253962,0.5036407802253962,0.7015279582656645,0.0075856037437915,0.9996959567070008,3.0843353662639856,3.0843353662639856,4.351181242184258,0.00758560374379158,6.16108512878418,0.5
helmholtz1d,base_2k,m,9.0,fp64,2,2,1,"0,1",0.5781763795044393,0.5781763795044393,0.596570599458983,0.1563372631704687,1.00001549583841,1.0290452712354856,1.0290452712354856,1.2341955009971555,0.1563372631704687,1.9017532793005028,0.5
helmholtz1d,base_2k,m,10.0,fp32,2,2,2,"0,1",1.0000163614749908,1.0000163614749908,4.05874151158732e-05,0.9999876618385316,1.0000450611114502,1.1879806518554688,1.1879806518554688,0.10805575303744203,1.1115736961364746,1.264387607574463,1.0
helmholtz1d,base_2k,m,10.0,fp64,2,2,2,"0,1",0.9888148849943763,0.9888148849943763,0.02127835299557206,0.9737688172987262,1.0038609526900264,1.1298704542467157,1.1298704542467157,0.1778264094064762,1.0041281942813411,1.2556127142120903,1.0
