source_path,summary_path,metrics_path,task_name,variant,dtype,seed,main_parameter_name,main_parameter_value,best_l2_error,final_l2_error,final_loss,hid_size,num_layers,n_collocation,n_ic,n_bc,adam_steps,lbfgs_steps,lr_adam,lbfgs_lr,resample_every,is_valid,is_bad
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r069_m10_resample_2k_fp32_s0,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r069_m10_resample_2k_fp32_s0/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r069_m10_resample_2k_fp32_s0/metrics.csv,helmholtz1d,helmholtz_m10,fp32,0,m,10.0,0.9260425567626952,9.174257278442383,0.011191490106284618,128.0,4.0,5000.0,0.0,2.0,2000.0,1500.0,,,200.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r081_m10_softer_lbfgs_fp32_s0,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r081_m10_softer_lbfgs_fp32_s0/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r081_m10_softer_lbfgs_fp32_s0/metrics.csv,helmholtz1d,helmholtz_m10,fp32,0,m,10.0,0.8018308877944946,2.150270462036133,0.0003536650910973549,128.0,4.0,5000.0,0.0,2.0,5000.0,1500.0,,,200.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r073_m10_resample_5k_fp32_s0,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r073_m10_resample_5k_fp32_s0/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r073_m10_resample_5k_fp32_s0/metrics.csv,helmholtz1d,helmholtz_m10,fp32,0,m,10.0,0.8018308877944946,1.95708429813385,0.10738503187894821,128.0,4.0,5000.0,0.0,2.0,5000.0,1500.0,,,200.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r093_m10_more_points_soft_fp32_s0,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r093_m10_more_points_soft_fp32_s0/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r093_m10_more_points_soft_fp32_s0/metrics.csv,helmholtz1d,helmholtz_m10,fp32,0,m,10.0,0.8750854730606079,0.9252485632896423,0.07164739817380905,128.0,4.0,10000.0,0.0,2.0,5000.0,1000.0,,,200.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r065_m10_base_2k_fp32_s0,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r065_m10_base_2k_fp32_s0/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r065_m10_base_2k_fp32_s0/metrics.csv,helmholtz1d,helmholtz_m10,fp32,0,m,10.0,1.0000450611114502,1.264387607574463,0.45301181077957153,128.0,4.0,5000.0,0.0,2.0,2000.0,1500.0,,,0.0,True,True
experiments_raw/results_exp_7_helmholtz1d_lbfgs_warmup/runs/helmholtz_lbfgs_r07_m10_fp32_adam0,experiments_raw/results_exp_7_helmholtz1d_lbfgs_warmup/runs/helmholtz_lbfgs_r07_m10_fp32_adam0/summary.json,experiments_raw/results_exp_7_helmholtz1d_lbfgs_warmup/runs/helmholtz_lbfgs_r07_m10_fp32_adam0/metrics.csv,helmholtz1d,helmholtz_m10,fp32,0,m,10.0,1.0149681568145752,5.747350692749023,488605.78125,128.0,4.0,5000.0,0.0,2.0,0.0,1500.0,,,,True,True
experiments_raw/results_exp_5_helmholtz1d_normalized/runs/helmholtz_m10_fp32_0,experiments_raw/results_exp_5_helmholtz1d_normalized/runs/helmholtz_m10_fp32_0/summary.json,experiments_raw/results_exp_5_helmholtz1d_normalized/runs/helmholtz_m10_fp32_0/metrics.csv,helmholtz1d,helmholtz_m10,fp32,0,m,10.0,0.9999887943267822,2.4420313835144043,0.19098801910877228,128.0,4.0,5000.0,0.0,2.0,10000.0,800.0,,,,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r078_m10_soft_lbfgs_fp32_s1,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r078_m10_soft_lbfgs_fp32_s1/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r078_m10_soft_lbfgs_fp32_s1/metrics.csv,helmholtz1d,helmholtz_m10,fp32,1,m,10.0,0.8892391324043274,0.9771439433097839,0.07067050039768219,128.0,4.0,5000.0,0.0,2.0,5000.0,1500.0,,,200.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r074_m10_resample_5k_fp32_s1,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r074_m10_resample_5k_fp32_s1/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r074_m10_resample_5k_fp32_s1/metrics.csv,helmholtz1d,helmholtz_m10,fp32,1,m,10.0,0.8892391324043274,0.9771439433097839,0.07067050039768219,128.0,4.0,5000.0,0.0,2.0,5000.0,1500.0,,,200.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r082_m10_softer_lbfgs_fp32_s1,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r082_m10_softer_lbfgs_fp32_s1/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r082_m10_softer_lbfgs_fp32_s1/metrics.csv,helmholtz1d,helmholtz_m10,fp32,1,m,10.0,0.8892391324043274,0.9783821105957031,0.07064472138881683,128.0,4.0,5000.0,0.0,2.0,5000.0,1500.0,,,200.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r066_m10_base_2k_fp32_s1,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r066_m10_base_2k_fp32_s1/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r066_m10_base_2k_fp32_s1/metrics.csv,helmholtz1d,helmholtz_m10,fp32,1,m,10.0,0.9999876618385316,1.1115736961364746,0.47211354970932007,128.0,4.0,5000.0,0.0,2.0,2000.0,1500.0,,,0.0,True,True
experiments_raw/results_exp_12_helmholts_more/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r014_m10_resample_wide_256_fp32_s1,experiments_raw/results_exp_12_helmholts_more/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r014_m10_resample_wide_256_fp32_s1/summary.json,experiments_raw/results_exp_12_helmholts_more/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r014_m10_resample_wide_256_fp32_s1/metrics.csv,helmholtz1d,helmholtz_m10,fp32,1,m,10.0,0.999855637550354,1.0000041723251343,0.4955410957336426,256.0,3.0,5000.0,0.0,2.0,8000.0,2000.0,,1.0,200.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r067_m10_base_2k_fp64_s0,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r067_m10_base_2k_fp64_s0/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r067_m10_base_2k_fp64_s0/metrics.csv,helmholtz1d,helmholtz_m10,fp64,0,m,10.0,0.9737688172987262,1.2556127142120903,0.3382310608652829,128.0,4.0,5000.0,0.0,2.0,2000.0,1500.0,,,0.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r095_m10_more_points_soft_fp64_s0,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r095_m10_more_points_soft_fp64_s0/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r095_m10_more_points_soft_fp64_s0/metrics.csv,helmholtz1d,helmholtz_m10,fp64,0,m,10.0,0.8893789187132829,3.2761687226673715,0.0012644260937179207,128.0,4.0,10000.0,0.0,2.0,5000.0,1000.0,,,200.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r075_m10_resample_5k_fp64_s0,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r075_m10_resample_5k_fp64_s0/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r075_m10_resample_5k_fp64_s0/metrics.csv,helmholtz1d,helmholtz_m10,fp64,0,m,10.0,0.817709428273021,0.817709428273021,0.10125856907687618,128.0,4.0,5000.0,0.0,2.0,5000.0,1500.0,,,200.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r071_m10_resample_2k_fp64_s0,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r071_m10_resample_2k_fp64_s0/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r071_m10_resample_2k_fp64_s0/metrics.csv,helmholtz1d,helmholtz_m10,fp64,0,m,10.0,0.9640224278720806,6.568228598128612,0.051695108221622356,128.0,4.0,5000.0,0.0,2.0,2000.0,1500.0,,,200.0,True,True
experiments_raw/results_exp_7_helmholtz1d_lbfgs_warmup/runs/helmholtz_lbfgs_r08_m10_fp64_adam0,experiments_raw/results_exp_7_helmholtz1d_lbfgs_warmup/runs/helmholtz_lbfgs_r08_m10_fp64_adam0/summary.json,experiments_raw/results_exp_7_helmholtz1d_lbfgs_warmup/runs/helmholtz_lbfgs_r08_m10_fp64_adam0/metrics.csv,helmholtz1d,helmholtz_m10,fp64,0,m,10.0,0.9995512117851952,3.2562015901510386,482211.9493440352,128.0,4.0,5000.0,0.0,2.0,0.0,1500.0,,,,True,True
experiments_raw/results_exp_7_helmholtz1d_lbfgs_warmup/runs/helmholtz_lbfgs_r10_m10_fp64_adam500,experiments_raw/results_exp_7_helmholtz1d_lbfgs_warmup/runs/helmholtz_lbfgs_r10_m10_fp64_adam500/summary.json,experiments_raw/results_exp_7_helmholtz1d_lbfgs_warmup/runs/helmholtz_lbfgs_r10_m10_fp64_adam500/metrics.csv,helmholtz1d,helmholtz_m10,fp64,0,m,10.0,1.0035130802412142,3.2562015925709984,482211.94934403506,128.0,4.0,5000.0,0.0,2.0,500.0,1500.0,,,,True,True
experiments_raw/results_exp_7_helmholtz1d_lbfgs_warmup/runs/helmholtz_lbfgs_r12_m10_fp64_adam2000,experiments_raw/results_exp_7_helmholtz1d_lbfgs_warmup/runs/helmholtz_lbfgs_r12_m10_fp64_adam2000/summary.json,experiments_raw/results_exp_7_helmholtz1d_lbfgs_warmup/runs/helmholtz_lbfgs_r12_m10_fp64_adam2000/metrics.csv,helmholtz1d,helmholtz_m10,fp64,0,m,10.0,1.0035130802412142,13.264213168182557,493.0699370852334,128.0,4.0,5000.0,0.0,2.0,2000.0,1500.0,,,,True,True
experiments_raw/results_exp_5_helmholtz1d_normalized/runs/helmholtz_m10_fp64_0,experiments_raw/results_exp_5_helmholtz1d_normalized/runs/helmholtz_m10_fp64_0/summary.json,experiments_raw/results_exp_5_helmholtz1d_normalized/runs/helmholtz_m10_fp64_0/metrics.csv,helmholtz1d,helmholtz_m10,fp64,0,m,10.0,0.9999874171388566,1.1331122282187611,0.007516500205363761,128.0,4.0,5000.0,0.0,2.0,10000.0,800.0,,,,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r088_m10_adam_only_fp64_s1,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r088_m10_adam_only_fp64_s1/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r088_m10_adam_only_fp64_s1/metrics.csv,helmholtz1d,helmholtz_m10,fp64,1,m,10.0,0.813956454922581,1.0677306909717534,8.39413502028063e-05,128.0,4.0,5000.0,0.0,2.0,10000.0,0.0,,,200.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r068_m10_base_2k_fp64_s1,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r068_m10_base_2k_fp64_s1/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r068_m10_base_2k_fp64_s1/metrics.csv,helmholtz1d,helmholtz_m10,fp64,1,m,10.0,1.0038609526900264,1.0041281942813411,0.5042370544650832,128.0,4.0,5000.0,0.0,2.0,2000.0,1500.0,,,0.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r096_m10_more_points_soft_fp64_s1,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r096_m10_more_points_soft_fp64_s1/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r096_m10_more_points_soft_fp64_s1/metrics.csv,helmholtz1d,helmholtz_m10,fp64,1,m,10.0,0.858370551159921,1.4308671935948358,0.0615745441795765,128.0,4.0,10000.0,0.0,2.0,5000.0,1000.0,,,200.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r092_m10_resample_100_soft_fp64_s1,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r092_m10_resample_100_soft_fp64_s1/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r092_m10_resample_100_soft_fp64_s1/metrics.csv,helmholtz1d,helmholtz_m10,fp64,1,m,10.0,0.9143782203786252,1.1259841711509877,0.059820985675453776,128.0,4.0,5000.0,0.0,2.0,5000.0,1500.0,,,100.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r072_m10_resample_2k_fp64_s1,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r072_m10_resample_2k_fp64_s1/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r072_m10_resample_2k_fp64_s1/metrics.csv,helmholtz1d,helmholtz_m10,fp64,1,m,10.0,1.0043396010111931,1.0760446586345296,0.49737181836854505,128.0,4.0,5000.0,0.0,2.0,2000.0,1500.0,,,200.0,True,True
experiments_raw/results_exp_12_helmholts_more/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r016_m10_resample_wide_256_fp64_s1,experiments_raw/results_exp_12_helmholts_more/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r016_m10_resample_wide_256_fp64_s1/summary.json,experiments_raw/results_exp_12_helmholts_more/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r016_m10_resample_wide_256_fp64_s1/metrics.csv,helmholtz1d,helmholtz_m10,fp64,1,m,10.0,0.998893208676677,1.0000031609911888,0.5025976733776605,256.0,3.0,5000.0,0.0,2.0,8000.0,2000.0,,1.0,200.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r105_m11_resample_5k_fp32_s0,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r105_m11_resample_5k_fp32_s0/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r105_m11_resample_5k_fp32_s0/metrics.csv,helmholtz1d,helmholtz_m11,fp32,0,m,11.0,0.9004508852958679,1.4445278644561768,0.18588872253894806,128.0,4.0,5000.0,0.0,2.0,5000.0,1500.0,,,200.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r125_m11_more_points_soft_fp32_s0,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r125_m11_more_points_soft_fp32_s0/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r125_m11_more_points_soft_fp32_s0/metrics.csv,helmholtz1d,helmholtz_m11,fp32,0,m,11.0,0.9806502461433412,7.805752277374268,0.0025922430213540792,128.0,4.0,10000.0,0.0,2.0,5000.0,1000.0,,,200.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r113_m11_softer_lbfgs_fp32_s0,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r113_m11_softer_lbfgs_fp32_s0/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r113_m11_softer_lbfgs_fp32_s0/metrics.csv,helmholtz1d,helmholtz_m11,fp32,0,m,11.0,0.9004508852958679,1.4446518421173096,0.18588793277740479,128.0,4.0,5000.0,0.0,2.0,5000.0,1500.0,,,200.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r101_m11_resample_2k_fp32_s0,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r101_m11_resample_2k_fp32_s0/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r101_m11_resample_2k_fp32_s0/metrics.csv,helmholtz1d,helmholtz_m11,fp32,0,m,11.0,0.9997513890266418,1.0004689693450928,0.49416667222976685,128.0,4.0,5000.0,0.0,2.0,2000.0,1500.0,,,200.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r109_m11_soft_lbfgs_fp32_s0,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r109_m11_soft_lbfgs_fp32_s0/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r109_m11_soft_lbfgs_fp32_s0/metrics.csv,helmholtz1d,helmholtz_m11,fp32,0,m,11.0,0.9004508852958679,1.4445278644561768,0.18588872253894806,128.0,4.0,5000.0,0.0,2.0,5000.0,1500.0,,,200.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r097_m11_base_2k_fp32_s0,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r097_m11_base_2k_fp32_s0/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r097_m11_base_2k_fp32_s0/metrics.csv,helmholtz1d,helmholtz_m11,fp32,0,m,11.0,0.9997513890266418,1.0166317224502563,0.49999499320983887,128.0,4.0,5000.0,0.0,2.0,2000.0,1500.0,,,0.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r102_m11_resample_2k_fp32_s1,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r102_m11_resample_2k_fp32_s1/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r102_m11_resample_2k_fp32_s1/metrics.csv,helmholtz1d,helmholtz_m11,fp32,1,m,11.0,1.000028371810913,1.0355145931243896,0.5014714598655701,128.0,4.0,5000.0,0.0,2.0,2000.0,1500.0,,,200.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r122_m11_resample_100_soft_fp32_s1,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r122_m11_resample_100_soft_fp32_s1/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r122_m11_resample_100_soft_fp32_s1/metrics.csv,helmholtz1d,helmholtz_m11,fp32,1,m,11.0,0.952758491039276,1.5058889389038086,0.19355112314224243,128.0,4.0,5000.0,0.0,2.0,5000.0,1500.0,,,100.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r110_m11_soft_lbfgs_fp32_s1,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r110_m11_soft_lbfgs_fp32_s1/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r110_m11_soft_lbfgs_fp32_s1/metrics.csv,helmholtz1d,helmholtz_m11,fp32,1,m,11.0,0.8938377499580383,1.5217832326889038,0.1939702183008194,128.0,4.0,5000.0,0.0,2.0,5000.0,1500.0,,,200.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r106_m11_resample_5k_fp32_s1,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r106_m11_resample_5k_fp32_s1/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r106_m11_resample_5k_fp32_s1/metrics.csv,helmholtz1d,helmholtz_m11,fp32,1,m,11.0,0.8938377499580383,1.5217832326889038,0.1939702183008194,128.0,4.0,5000.0,0.0,2.0,5000.0,1500.0,,,200.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r114_m11_softer_lbfgs_fp32_s1,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r114_m11_softer_lbfgs_fp32_s1/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r114_m11_softer_lbfgs_fp32_s1/metrics.csv,helmholtz1d,helmholtz_m11,fp32,1,m,11.0,0.8938377499580383,1.5217832326889038,0.1939702183008194,128.0,4.0,5000.0,0.0,2.0,5000.0,1500.0,,,200.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r098_m11_base_2k_fp32_s1,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r098_m11_base_2k_fp32_s1/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r098_m11_base_2k_fp32_s1/metrics.csv,helmholtz1d,helmholtz_m11,fp32,1,m,11.0,1.000325083732605,1.0239543914794922,0.5042700171470642,128.0,4.0,5000.0,0.0,2.0,2000.0,1500.0,,,0.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r099_m11_base_2k_fp64_s0,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r099_m11_base_2k_fp64_s0/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r099_m11_base_2k_fp64_s0/metrics.csv,helmholtz1d,helmholtz_m11,fp64,0,m,11.0,0.911248342730892,8.094161303309997,0.0027897745024505582,128.0,4.0,5000.0,0.0,2.0,2000.0,1500.0,,,0.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r103_m11_resample_2k_fp64_s0,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r103_m11_resample_2k_fp64_s0/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r103_m11_resample_2k_fp64_s0/metrics.csv,helmholtz1d,helmholtz_m11,fp64,0,m,11.0,0.9703243240439255,4.955729759401132,0.10024015029776252,128.0,4.0,5000.0,0.0,2.0,2000.0,1500.0,,,200.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r127_m11_more_points_soft_fp64_s0,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r127_m11_more_points_soft_fp64_s0/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r127_m11_more_points_soft_fp64_s0/metrics.csv,helmholtz1d,helmholtz_m11,fp64,0,m,11.0,0.8705080357747348,8.091291396776974,0.0028896851402143557,128.0,4.0,10000.0,0.0,2.0,5000.0,1000.0,,,200.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r123_m11_resample_100_soft_fp64_s0,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r123_m11_resample_100_soft_fp64_s0/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r123_m11_resample_100_soft_fp64_s0/metrics.csv,helmholtz1d,helmholtz_m11,fp64,0,m,11.0,0.9573950191281316,1.1238021147692228,0.1482422904140089,128.0,4.0,5000.0,0.0,2.0,5000.0,1500.0,,,100.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r108_m11_resample_5k_fp64_s1,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r108_m11_resample_5k_fp64_s1/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r108_m11_resample_5k_fp64_s1/metrics.csv,helmholtz1d,helmholtz_m11,fp64,1,m,11.0,0.9212048183489292,1.3998430503578059,0.1863530759199356,128.0,4.0,5000.0,0.0,2.0,5000.0,1500.0,,,200.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r104_m11_resample_2k_fp64_s1,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r104_m11_resample_2k_fp64_s1/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r104_m11_resample_2k_fp64_s1/metrics.csv,helmholtz1d,helmholtz_m11,fp64,1,m,11.0,1.0000301757530952,1.0006982495690442,0.5008861545956392,128.0,4.0,5000.0,0.0,2.0,2000.0,1500.0,,,200.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r100_m11_base_2k_fp64_s1,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r100_m11_base_2k_fp64_s1/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r100_m11_base_2k_fp64_s1/metrics.csv,helmholtz1d,helmholtz_m11,fp64,1,m,11.0,1.0000165678089437,1.0451986518318876,0.4966610857436429,128.0,4.0,5000.0,0.0,2.0,2000.0,1500.0,,,0.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r124_m11_resample_100_soft_fp64_s1,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r124_m11_resample_100_soft_fp64_s1/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r124_m11_resample_100_soft_fp64_s1/metrics.csv,helmholtz1d,helmholtz_m11,fp64,1,m,11.0,0.8842450899711777,7.064749786611305,0.0025167772567951745,128.0,4.0,5000.0,0.0,2.0,5000.0,1500.0,,,100.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r128_m11_more_points_soft_fp64_s1,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r128_m11_more_points_soft_fp64_s1/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r128_m11_more_points_soft_fp64_s1/metrics.csv,helmholtz1d,helmholtz_m11,fp64,1,m,11.0,0.9651332054205454,3.9272162932965715,0.028830730674050203,128.0,4.0,10000.0,0.0,2.0,5000.0,1000.0,,,200.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r112_m11_soft_lbfgs_fp64_s1,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r112_m11_soft_lbfgs_fp64_s1/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r112_m11_soft_lbfgs_fp64_s1/metrics.csv,helmholtz1d,helmholtz_m11,fp64,1,m,11.0,0.9212048183489292,8.730636765130553,0.0031965044907024667,128.0,4.0,5000.0,0.0,2.0,5000.0,1500.0,,,200.0,True,True
experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r116_m11_softer_lbfgs_fp64_s1,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r116_m11_softer_lbfgs_fp64_s1/summary.json,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r116_m11_softer_lbfgs_fp64_s1/metrics.csv,helmholtz1d,helmholtz_m11,fp64,1,m,11.0,0.9212048183489292,2.7533917877755356,0.0073567774552922615,128.0,4.0,5000.0,0.0,2.0,5000.0,1500.0,,,200.0,True,True
experiments_raw/results_exp_9_helmholtz1d_large_lbfgs/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r007_m12_resample_wide_256_fp32_s0,experiments_raw/results_exp_9_helmholtz1d_large_lbfgs/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r007_m12_resample_wide_256_fp32_s0/summary.json,experiments_raw/results_exp_9_helmholtz1d_large_lbfgs/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r007_m12_resample_wide_256_fp32_s0/metrics.csv,helmholtz1d,helmholtz_m12,fp32,0,m,12.0,0.9996394515037536,1.0000007152557373,0.5016689300537109,256.0,3.0,5000.0,0.0,2.0,8000.0,1000.0,,1.0,200.0,True,True
