task_name,main_parameter_name,main_parameter_value,variant,fp32_n_valid,fp32_n_total,fp32_bad_rate,fp32_median_best_l2,fp32_mean_best_l2,fp32_min_best_l2,fp32_max_best_l2,fp64_n_valid,fp64_n_total,fp64_bad_rate,fp64_median_best_l2,fp64_mean_best_l2,fp64_min_best_l2,fp64_max_best_l2,fp64_over_fp32_median,fp64_over_fp32_mean,conclusion
helmholtz1d,m,12.0,soft_lbfgs,2,2,1.0,0.9644711315631866,0.9644711315631866,0.9289563298225404,0.999985933303833,2,2,1.0,0.884125422801223,0.884125422801223,0.8043486496789253,0.9639021959235208,0.916694542602077,0.916694542602077,unstable_or_seed_sensitive
helmholtz1d,m,12.0,softer_lbfgs,2,2,1.0,0.9644711315631866,0.9644711315631866,0.9289563298225404,0.999985933303833,2,2,1.0,0.8841473372247735,0.8841473372247735,0.8043924785260261,0.9639021959235208,0.9167172643019115,0.9167172643019115,unstable_or_seed_sensitive
helmholtz1d,m,12.0,width128_adam1e4_lbfgs05_steps1000_inner10_resample250,1,1,0.0,0.0882605835795402,0.0882605835795402,0.0882605835795402,0.0882605835795402,1,1,0.0,0.0024585988389089,0.0024585988389089,0.0024585988389089,0.0024585988389089,0.027856136218419827,0.027856136218419827,unstable_or_seed_sensitive
helmholtz1d,m,12.0,width128_adam1e4_lbfgs1_steps1000_inner10_resample250,1,1,0.0,0.0136220986023545,0.0136220986023545,0.0136220986023545,0.0136220986023545,1,1,0.0,0.0003458913456201,0.0003458913456201,0.0003458913456201,0.0003458913456201,0.025391927904582536,0.025391927904582536,unstable_or_seed_sensitive
helmholtz1d,m,12.0,width128_adam2e4_lbfgs05_steps1000_inner10_resample250,1,1,0.0,0.0449693091213703,0.0449693091213703,0.0449693091213703,0.0449693091213703,1,1,0.0,0.0074743191822439,0.0074743191822439,0.0074743191822439,0.0074743191822439,0.16620933984266964,0.16620933984266964,unstable_or_seed_sensitive
helmholtz1d,m,12.0,width128_adam2e4_lbfgs1_steps1000_inner10_resample250,1,1,0.0,0.0560470409691333,0.0560470409691333,0.0560470409691333,0.0560470409691333,1,1,0.0,0.0056520248669627,0.0056520248669627,0.0056520248669627,0.0056520248669627,0.10084430452047291,0.10084430452047291,unstable_or_seed_sensitive
helmholtz1d,m,12.0,width128_adam5e4_lbfgs05_steps1000_inner10_resample250,1,1,0.0,0.0041363453492522,0.0041363453492522,0.0041363453492522,0.0041363453492522,1,1,0.0,0.0001698858408164,0.0001698858408164,0.0001698858408164,0.0001698858408164,0.041071483754883585,0.041071483754883585,unstable_or_seed_sensitive
helmholtz1d,m,12.0,width128_adam5e4_lbfgs1_steps1000_inner10_resample250,1,1,0.0,0.0192516539245843,0.0192516539245843,0.0192516539245843,0.0192516539245843,1,1,0.0,0.001540316022811,0.001540316022811,0.001540316022811,0.001540316022811,0.08000954249671097,0.08000954249671097,unstable_or_seed_sensitive
helmholtz1d,m,15.0,helmholtz,2,2,1.0,0.9991057515144348,0.9991057515144348,0.998418629169464,0.9997928738594056,2,2,1.0,0.9998017630305931,0.9998017630305931,0.9997146390353306,0.9998888870258557,1.0006966344804875,1.0006966344804875,unstable_or_seed_sensitive
helmholtz1d,m,20.0,helmholtz,2,2,1.0,1.0252462029457092,1.0252462029457092,1.020623803138733,1.0298686027526855,2,2,1.0,1.0086148201354792,1.0086148201354792,1.0012795470249394,1.0159500932460188,0.9837781571270928,0.9837781571270928,unstable_or_seed_sensitive
helmholtz1d,m,30.0,helmholtz,2,2,1.0,1.0591694116592407,1.0591694116592407,1.0000180006027222,1.1183208227157593,2,2,1.0,1.0636761404421842,1.0636761404421842,1.0323122255157855,1.0950400553685828,1.004254965006857,1.004254965006857,unstable_or_seed_sensitive
helmholtz1d,m,40.0,helmholtz,2,2,1.0,1.0015859603881836,1.0015859603881836,1.0,1.0031719207763672,2,2,1.0,1.0016868388050884,1.0016868388050884,1.0,1.0033736776101767,1.0001007186810662,1.0001007186810662,unstable_or_seed_sensitive
