source_path,summary_path,metrics_path,task_name,variant,dtype,seed,main_parameter_name,main_parameter_value,best_l2_error,final_l2_error,final_loss,hid_size,num_layers,n_collocation,n_ic,n_bc,adam_steps,lbfgs_steps,lr_adam,lbfgs_lr,resample_every,is_valid,is_bad
experiments_raw/results_exp_17_burgers1d_adam_lr_check/results_exp_17_burgers1d_adam_lr_check/runs/exp17_r011_nu0p001_adam1e4_lbfgs05_steps2000_inner5_resample200_fp32_s0,experiments_raw/results_exp_17_burgers1d_adam_lr_check/results_exp_17_burgers1d_adam_lr_check/runs/exp17_r011_nu0p001_adam1e4_lbfgs05_steps2000_inner5_resample200_fp32_s0/summary.json,experiments_raw/results_exp_17_burgers1d_adam_lr_check/results_exp_17_burgers1d_adam_lr_check/runs/exp17_r011_nu0p001_adam1e4_lbfgs05_steps2000_inner5_resample200_fp32_s0/metrics.csv,burgers1d,burgers,fp32,0,nu,0.001,0.17678102850914,0.17678102850914001,0.002383472863584757,256.0,4.0,10000.0,800.0,800.0,3000.0,2000.0,,0.5,200.0,True,False
experiments_raw/results_exp_17_burgers1d_adam_lr_check/results_exp_17_burgers1d_adam_lr_check/runs/exp17_r009_nu0p001_adam1e4_lbfgs1_steps2000_inner5_resample200_fp32_s0,experiments_raw/results_exp_17_burgers1d_adam_lr_check/results_exp_17_burgers1d_adam_lr_check/runs/exp17_r009_nu0p001_adam1e4_lbfgs1_steps2000_inner5_resample200_fp32_s0/summary.json,experiments_raw/results_exp_17_burgers1d_adam_lr_check/results_exp_17_burgers1d_adam_lr_check/runs/exp17_r009_nu0p001_adam1e4_lbfgs1_steps2000_inner5_resample200_fp32_s0/metrics.csv,burgers1d,burgers,fp32,0,nu,0.001,0.220319464802742,0.22086194157600403,0.0009722980321384966,256.0,4.0,10000.0,800.0,800.0,3000.0,2000.0,,1.0,200.0,True,False
experiments_raw/results_exp_17_burgers1d_adam_lr_check/results_exp_17_burgers1d_adam_lr_check/runs/exp17_r003_nu0p001_adam5e4_lbfgs05_steps2000_inner5_resample200_fp32_s0,experiments_raw/results_exp_17_burgers1d_adam_lr_check/results_exp_17_burgers1d_adam_lr_check/runs/exp17_r003_nu0p001_adam5e4_lbfgs05_steps2000_inner5_resample200_fp32_s0/summary.json,experiments_raw/results_exp_17_burgers1d_adam_lr_check/results_exp_17_burgers1d_adam_lr_check/runs/exp17_r003_nu0p001_adam5e4_lbfgs05_steps2000_inner5_resample200_fp32_s0/metrics.csv,burgers1d,burgers,fp32,0,nu,0.001,0.2336248606443405,0.23826481401920319,0.0008194373222067952,256.0,4.0,10000.0,800.0,800.0,3000.0,2000.0,,0.5,200.0,True,False
experiments_raw/results_exp_17_burgers1d_adam_lr_check/results_exp_17_burgers1d_adam_lr_check/runs/exp17_r007_nu0p001_adam2e4_lbfgs05_steps2000_inner5_resample200_fp32_s0,experiments_raw/results_exp_17_burgers1d_adam_lr_check/results_exp_17_burgers1d_adam_lr_check/runs/exp17_r007_nu0p001_adam2e4_lbfgs05_steps2000_inner5_resample200_fp32_s0/summary.json,experiments_raw/results_exp_17_burgers1d_adam_lr_check/results_exp_17_burgers1d_adam_lr_check/runs/exp17_r007_nu0p001_adam2e4_lbfgs05_steps2000_inner5_resample200_fp32_s0/metrics.csv,burgers1d,burgers,fp32,0,nu,0.001,0.2265450656414032,0.2265450656414032,0.0018060160800814629,256.0,4.0,10000.0,800.0,800.0,3000.0,2000.0,,0.5,200.0,True,False
experiments_raw/final/final/runs/run001_burgers1d_burgers_main_nu0p001_fp32_s0,experiments_raw/final/final/runs/run001_burgers1d_burgers_main_nu0p001_fp32_s0/summary.json,experiments_raw/final/final/runs/run001_burgers1d_burgers_main_nu0p001_fp32_s0/metrics.csv,burgers1d,burgers,fp32,0,nu,0.001,0.3098395764827728,0.3125995993614197,0.00019306385365780443,128.0,4.0,4000.0,256.0,256.0,2000.0,3000.0,,0.2,0.0,True,False
experiments_raw/results_exp_11_burgers1d_short_adam_long_lbfgs/results_exp_11_burgers1d_short_adam_long_lbfgs/runs/exp11_r001_nu0p001_adam3000_lbfgs5000_inner5_resample200_fp32_s0,experiments_raw/results_exp_11_burgers1d_short_adam_long_lbfgs/results_exp_11_burgers1d_short_adam_long_lbfgs/runs/exp11_r001_nu0p001_adam3000_lbfgs5000_inner5_resample200_fp32_s0/summary.json,experiments_raw/results_exp_11_burgers1d_short_adam_long_lbfgs/results_exp_11_burgers1d_short_adam_long_lbfgs/runs/exp11_r001_nu0p001_adam3000_lbfgs5000_inner5_resample200_fp32_s0/metrics.csv,burgers1d,burgers,fp32,0,nu,0.001,0.2708814144134521,0.27088141441345215,0.0006721697864122689,256.0,4.0,10000.0,800.0,800.0,3000.0,2000.0,,1.0,200.0,True,False
experiments_raw/results_exp_2_burgers1d_nu/runs/burgers1d_nu_0p001_fp32_0,experiments_raw/results_exp_2_burgers1d_nu/runs/burgers1d_nu_0p001_fp32_0/summary.json,experiments_raw/results_exp_2_burgers1d_nu/runs/burgers1d_nu_0p001_fp32_0/metrics.csv,burgers1d,burgers,fp32,0,nu,0.001,0.3161875009536743,0.3161875009536743,0.03837183862924576,64.0,4.0,5000.0,500.0,500.0,8000.0,500.0,,,,True,False
experiments_raw/final/final/runs/run002_burgers1d_burgers_main_nu0p001_fp32_s1,experiments_raw/final/final/runs/run002_burgers1d_burgers_main_nu0p001_fp32_s1/summary.json,experiments_raw/final/final/runs/run002_burgers1d_burgers_main_nu0p001_fp32_s1/metrics.csv,burgers1d,burgers,fp32,1,nu,0.001,0.2063408493995666,0.20634084939956665,0.00017399873468093574,128.0,4.0,4000.0,256.0,256.0,2000.0,3000.0,,0.2,0.0,True,False
experiments_raw/results_exp_2_burgers1d_nu/runs/burgers1d_nu_0p001_fp32_1,experiments_raw/results_exp_2_burgers1d_nu/runs/burgers1d_nu_0p001_fp32_1/summary.json,experiments_raw/results_exp_2_burgers1d_nu/runs/burgers1d_nu_0p001_fp32_1/metrics.csv,burgers1d,burgers,fp32,1,nu,0.001,0.2301674783229828,0.2301674783229828,0.02388397976756096,64.0,4.0,5000.0,500.0,500.0,8000.0,500.0,,,,True,False
experiments_raw/results_exp_2_burgers1d_nu/runs/burgers1d_nu_0p001_fp32_2,experiments_raw/results_exp_2_burgers1d_nu/runs/burgers1d_nu_0p001_fp32_2/summary.json,experiments_raw/results_exp_2_burgers1d_nu/runs/burgers1d_nu_0p001_fp32_2/metrics.csv,burgers1d,burgers,fp32,2,nu,0.001,0.312531441450119,0.6213208436965942,0.03594698756933212,64.0,4.0,5000.0,500.0,500.0,8000.0,500.0,,,,True,False
experiments_raw/results_exp_17_burgers1d_adam_lr_check/results_exp_17_burgers1d_adam_lr_check/runs/exp17_r008_nu0p001_adam2e4_lbfgs05_steps2000_inner5_resample200_fp64_s0,experiments_raw/results_exp_17_burgers1d_adam_lr_check/results_exp_17_burgers1d_adam_lr_check/runs/exp17_r008_nu0p001_adam2e4_lbfgs05_steps2000_inner5_resample200_fp64_s0/summary.json,experiments_raw/results_exp_17_burgers1d_adam_lr_check/results_exp_17_burgers1d_adam_lr_check/runs/exp17_r008_nu0p001_adam2e4_lbfgs05_steps2000_inner5_resample200_fp64_s0/metrics.csv,burgers1d,burgers,fp64,0,nu,0.001,0.2301922653213753,0.23019226532137532,0.0016776948775489703,256.0,4.0,10000.0,800.0,800.0,3000.0,2000.0,,0.5,200.0,True,False
