case,task_name,param,param_value,variant,dtype,n_total,n_bad,n_valid,median_best_l2,mean_best_l2,min_best_l2,max_best_l2,median_final_l2,seeds,bad_rate
"Гельмгольц, m=12",helmholtz1d,m,12.0,resample_2k,fp32,2,2,2,1.000018835067749,1.000018835067749,0.999985933303833,1.000051736831665,1.00160813331604,"0, 1",1.0
"Гельмгольц, m=12",helmholtz1d,m,12.0,resample_2k,fp64,2,2,2,1.0023016171526695,1.0023016171526695,1.000101484613563,1.004501749691776,1.191519698187209,"0, 1",1.0
"Гельмгольц, m=12",helmholtz1d,m,12.0,resample_5k,fp32,2,2,2,0.587784931063652,0.587784931063652,0.2466135323047638,0.9289563298225404,0.6885562688112259,"0, 1",1.0
"Гельмгольц, m=12",helmholtz1d,m,12.0,resample_5k,fp64,2,2,2,0.8840779469495255,0.8840779469495255,0.80425369797553,0.9639021959235208,2.3551379370630032,"0, 1",1.0
"Гельмгольц, m=12",helmholtz1d,m,12.0,resample_proven_128,fp32,3,0,3,0.0126883145421743,0.012365142504374134,0.0057385135442018,0.0186685994267463,0.01268831454217434,"0, 1",0.0
"Гельмгольц, m=12",helmholtz1d,m,12.0,resample_proven_128,fp64,3,0,3,0.0030846842445477,0.0024372867828569666,0.0011424918594755,0.0030846842445477,0.003084684244547737,"0, 1",0.0
"Гельмгольц, m=12",helmholtz1d,m,12.0,resample_wide_256,fp32,3,3,3,0.9996394515037536,0.99958203236262,0.9994671940803528,0.9996394515037536,1.0000007152557373,"0, 1",1.0
"Гельмгольц, m=12",helmholtz1d,m,12.0,resample_wide_256,fp64,3,3,3,0.9992590815203,0.9994943653298223,0.9992590815203,0.999964932948867,1.0000014776554678,"0, 1",1.0
"Гельмгольц, m=12",helmholtz1d,m,12.0,soft_lbfgs,fp32,2,2,2,0.9644711315631866,0.9644711315631866,0.9289563298225404,0.999985933303833,1.9029625058174133,"0, 1",1.0
"Гельмгольц, m=12",helmholtz1d,m,12.0,soft_lbfgs,fp64,2,2,2,0.884125422801223,0.884125422801223,0.8043486496789253,0.9639021959235208,5.553851676956786,"0, 1",1.0
"Гельмгольц, m=12",helmholtz1d,m,12.0,softer_lbfgs,fp32,2,2,2,0.9644711315631866,0.9644711315631866,0.9289563298225404,0.999985933303833,1.1970441341400146,"0, 1",1.0
"Гельмгольц, m=12",helmholtz1d,m,12.0,softer_lbfgs,fp64,2,2,2,0.8841473372247735,0.8841473372247735,0.8043924785260261,0.9639021959235208,3.327086099447701,"0, 1",1.0
"Гельмгольц, m=12",helmholtz1d,m,12.0,width128_adam1e4_lbfgs05_steps1000_inner10_resample250,fp32,1,0,1,0.0882605835795402,0.0882605835795402,0.0882605835795402,0.0882605835795402,0.08826058357954025,0,0.0
"Гельмгольц, m=12",helmholtz1d,m,12.0,width128_adam1e4_lbfgs05_steps1000_inner10_resample250,fp64,1,0,1,0.0024585988389089,0.0024585988389089,0.0024585988389089,0.0024585988389089,0.002975599025482136,0,0.0
"Гельмгольц, m=12",helmholtz1d,m,12.0,width128_adam1e4_lbfgs1_steps1000_inner10_resample250,fp32,1,0,1,0.0136220986023545,0.0136220986023545,0.0136220986023545,0.0136220986023545,0.013622098602354527,0,0.0
"Гельмгольц, m=12",helmholtz1d,m,12.0,width128_adam1e4_lbfgs1_steps1000_inner10_resample250,fp64,1,0,1,0.0003458913456201,0.0003458913456201,0.0003458913456201,0.0003458913456201,0.0006440133369841172,0,0.0
"Гельмгольц, m=12",helmholtz1d,m,12.0,width128_adam2e4_lbfgs05_steps1000_inner10_resample250,fp32,1,0,1,0.0449693091213703,0.0449693091213703,0.0449693091213703,0.0449693091213703,0.044969309121370316,0,0.0
"Гельмгольц, m=12",helmholtz1d,m,12.0,width128_adam2e4_lbfgs05_steps1000_inner10_resample250,fp64,1,0,1,0.0074743191822439,0.0074743191822439,0.0074743191822439,0.0074743191822439,0.0074743191822439084,0,0.0
"Гельмгольц, m=12",helmholtz1d,m,12.0,width128_adam2e4_lbfgs1_steps1000_inner10_resample250,fp32,1,0,1,0.0560470409691333,0.0560470409691333,0.0560470409691333,0.0560470409691333,0.05604704096913338,0,0.0
"Гельмгольц, m=12",helmholtz1d,m,12.0,width128_adam2e4_lbfgs1_steps1000_inner10_resample250,fp64,1,0,1,0.0056520248669627,0.0056520248669627,0.0056520248669627,0.0056520248669627,0.005673287416293913,0,0.0
"Гельмгольц, m=12",helmholtz1d,m,12.0,width128_adam5e4_lbfgs05_steps1000_inner10_resample250,fp32,1,0,1,0.0041363453492522,0.0041363453492522,0.0041363453492522,0.0041363453492522,0.004136345349252224,0,0.0
"Гельмгольц, m=12",helmholtz1d,m,12.0,width128_adam5e4_lbfgs05_steps1000_inner10_resample250,fp64,1,0,1,0.0001698858408164,0.0001698858408164,0.0001698858408164,0.0001698858408164,0.0004848110103655996,0,0.0
"Гельмгольц, m=12",helmholtz1d,m,12.0,width128_adam5e4_lbfgs1_steps1000_inner10_resample250,fp32,1,0,1,0.0192516539245843,0.0192516539245843,0.0192516539245843,0.0192516539245843,0.01925165392458439,0,0.0
"Гельмгольц, m=12",helmholtz1d,m,12.0,width128_adam5e4_lbfgs1_steps1000_inner10_resample250,fp64,1,0,1,0.001540316022811,0.001540316022811,0.001540316022811,0.001540316022811,0.0022187468437881723,0,0.0
"Гельмгольц, m=15",helmholtz1d,m,15.0,helmholtz_m15,fp32,2,2,2,0.9991057515144348,0.9991057515144348,0.998418629169464,0.9997928738594056,3.9845134615898132,"0, 1",1.0
"Гельмгольц, m=15",helmholtz1d,m,15.0,helmholtz_m15,fp64,2,2,2,0.9998017630305931,0.9998017630305931,0.9997146390353306,0.9998888870258557,14.238194488642051,"0, 1",1.0
"Гельмгольц, m=20",helmholtz1d,m,20.0,helmholtz_m20,fp32,2,2,2,1.0252462029457092,1.0252462029457092,1.020623803138733,1.0298686027526855,278184.8125,"0, 1",1.0
"Гельмгольц, m=20",helmholtz1d,m,20.0,helmholtz_m20,fp64,2,2,2,1.0086148201354792,1.0086148201354792,1.0012795470249394,1.0159500932460188,8.350213491660805,"0, 1",1.0
"Гельмгольц, m=30",helmholtz1d,m,30.0,helmholtz_m30,fp32,2,2,2,1.0591694116592407,1.0591694116592407,1.0000180006027222,1.1183208227157593,20.42685317993164,"0, 1",1.0
"Гельмгольц, m=30",helmholtz1d,m,30.0,helmholtz_m30,fp64,2,2,2,1.0636761404421842,1.0636761404421842,1.0323122255157855,1.0950400553685828,11599.479406398828,"0, 1",1.0
"Гельмгольц, m=40",helmholtz1d,m,40.0,helmholtz_m40,fp32,2,2,2,1.0015859603881836,1.0015859603881836,1.0,1.0031719207763672,33.459136962890625,"0, 1",1.0
"Гельмгольц, m=40",helmholtz1d,m,40.0,helmholtz_m40,fp64,2,2,2,1.0016868388050884,1.0016868388050884,1.0,1.0033736776101767,22.089861803324816,"0, 1",1.0
"Гельмгольц, m=5",helmholtz1d,m,5.0,helmholtz_m5,fp32,6,0,6,0.0012301544193178,0.0012069135464116293,3.904392724507488e-05,0.0023082674015313,0.002620275365188718,"0, 1",0.0
"Гельмгольц, m=5",helmholtz1d,m,5.0,helmholtz_m5,fp64,6,0,6,0.000452363636341,0.0004425136057345147,4.0099485495170586e-05,0.0008157897861872,0.00045236363634100024,"0, 1",0.0
"Гельмгольц, m=5",helmholtz1d,m,5.0,helmholtz_rs_m5,fp32,2,0,2,0.0001501124716014,0.0001501124716014,0.0001494790485594,0.0001507458946434,0.00015011247160146013,"0, 1",0.0
"Гельмгольц, m=5",helmholtz1d,m,5.0,helmholtz_rs_m5,fp64,2,0,2,0.0004776219133083094,0.0004776219133083094,5.777493379241883e-05,0.0008974688928242,0.000667983277511922,"0, 1",0.0
"Гельмгольц, m=6",helmholtz1d,m,6.0,helmholtz_rs_m6,fp32,2,0,2,0.00026787861861518136,0.00026787861861518136,8.179871656466275e-05,0.0004539585206657,0.00045139119174564257,"0, 1",0.0
"Гельмгольц, m=6",helmholtz1d,m,6.0,helmholtz_rs_m6,fp64,2,0,2,0.00050666160955625,0.00050666160955625,0.0002548418768011,0.0007584813423114,0.0012891407996901622,"0, 1",0.0
"Гельмгольц, m=7",helmholtz1d,m,7.0,helmholtz_rs_m7,fp32,2,0,2,0.00134821725077925,0.00134821725077925,0.0011489177122712,0.0015475167892873,0.0013482172507792711,"0, 1",0.0
"Гельмгольц, m=7",helmholtz1d,m,7.0,helmholtz_rs_m7,fp64,2,0,2,0.0005143762736539,0.0005143762736539,0.0003402179803587,0.0006885345669491,0.0006123307090868591,"0, 1",0.0
"Гельмгольц, m=8",helmholtz1d,m,8.0,adam_only,fp32,2,1,2,0.24972347915172574,0.24972347915172574,0.1933128833770752,0.3061340749263763,0.37137822806835175,"0, 1",0.5
"Гельмгольц, m=8",helmholtz1d,m,8.0,adam_only,fp64,2,1,2,0.18062934349575735,0.18062934349575735,0.1459099619138763,0.2153487250776384,0.24980940329937024,"0, 1",0.5
"Гельмгольц, m=8",helmholtz1d,m,8.0,base_2k,fp32,2,0,2,0.00531957997009155,0.00531957997009155,0.002597127109766,0.0080420328304171,0.00733264209702611,"0, 1",0.0
"Гельмгольц, m=8",helmholtz1d,m,8.0,base_2k,fp64,2,1,2,0.5005469567780806,0.5005469567780806,0.0013316335624289,0.9997622799937324,0.920955562291501,"0, 1",0.5
"Гельмгольц, m=8",helmholtz1d,m,8.0,helmholtz_lbfgs_r01_m8_fp32_adam0,fp32,1,1,1,1.0168980360031128,1.0168980360031128,1.0168980360031128,1.0168980360031128,4.687134742736816,0,1.0
"Гельмгольц, m=8",helmholtz1d,m,8.0,helmholtz_lbfgs_r02_m8_fp64_adam0,fp64,1,1,1,0.9998590890430962,0.9998590890430962,0.9998590890430962,0.9998590890430962,2967304.82426884,0,1.0
"Гельмгольц, m=8",helmholtz1d,m,8.0,helmholtz_lbfgs_r03_m8_fp32_adam500,fp32,1,0,1,0.0002143521705875,0.0002143521705875,0.0002143521705875,0.0002143521705875,0.00021435217058751732,0,0.0
"Гельмгольц, m=8",helmholtz1d,m,8.0,helmholtz_lbfgs_r04_m8_fp64_adam500,fp64,1,1,1,1.01204815394529,1.01204815394529,1.01204815394529,1.01204815394529,7.217639649334995,0,1.0
"Гельмгольц, m=8",helmholtz1d,m,8.0,helmholtz_lbfgs_r05_m8_fp32_adam2000,fp32,1,0,1,9.030805813381448e-05,9.030805813381448e-05,9.030805813381448e-05,9.030805813381448e-05,0.000699418771546334,0,0.0
"Гельмгольц, m=8",helmholtz1d,m,8.0,helmholtz_lbfgs_r06_m8_fp64_adam2000,fp64,1,0,1,0.0004235102604261,0.0004235102604261,0.0004235102604261,0.0004235102604261,0.0007741855997958159,0,0.0
"Гельмгольц, m=8",helmholtz1d,m,8.0,helmholtz_m8,fp32,4,2,4,0.5220789592713118,0.5220789592713118,0.0553073845803737,0.9888505339622498,4.563203014433384,"0, 1",0.5
"Гельмгольц, m=8",helmholtz1d,m,8.0,helmholtz_m8,fp64,4,0,4,0.0961646018779944,0.0961646018779944,0.0342897565962522,0.1580394471597366,0.09616460187799444,"0, 1",0.0
"Гельмгольц, m=8",helmholtz1d,m,8.0,helmholtz_main_m8,fp32,2,1,2,0.5019146215636282,0.5019146215636282,0.0038419985212385,0.999987244606018,0.5019243967253715,"0, 1",0.5
"Гельмгольц, m=8",helmholtz1d,m,8.0,helmholtz_main_m8,fp64,2,0,2,0.0008813547300047,0.0008813547300047,0.0004160223984903,0.0013466870615191,0.0008813547300047127,"0, 1",0.0
"Гельмгольц, m=8",helmholtz1d,m,8.0,helmholtz_resample_long_m8,fp16,2,2,0,,,,,,,1.0
"Гельмгольц, m=8",helmholtz1d,m,8.0,helmholtz_resample_long_m8,fp32,2,0,2,0.00324988248758015,0.00324988248758015,0.0031560382340103,0.00334372674115,0.00324988248758018,"0, 1",0.0
"Гельмгольц, m=8",helmholtz1d,m,8.0,helmholtz_resample_long_m8,fp64,2,1,2,0.11544944453359139,0.11544944453359139,0.0010758262542644,0.2298230628129184,0.11544955907526591,"0, 1",0.5
"Гельмгольц, m=8",helmholtz1d,m,8.0,helmholtz_rs_m8,fp32,2,0,2,0.00253584620077155,0.00253584620077155,0.0013765438925474,0.0036951485089957,0.002900630235671997,"0, 1",0.0
"Гельмгольц, m=8",helmholtz1d,m,8.0,helmholtz_rs_m8,fp64,2,0,2,0.0010388794492335,0.0010388794492335,0.0009721753027929,0.0011055835956741,0.0013596944451696714,"0, 1",0.0
"Гельмгольц, m=8",helmholtz1d,m,8.0,more_points_soft,fp32,2,0,2,0.00918896705843505,0.00918896705843505,0.0030395030044019,0.0153384311124682,0.02442343975417316,"0, 1",0.0
"Гельмгольц, m=8",helmholtz1d,m,8.0,more_points_soft,fp64,2,0,2,0.0239497799993314,0.0239497799993314,0.0079033375910808,0.039996222407582,0.025568583217407778,"0, 1",0.0
"Гельмгольц, m=8",helmholtz1d,m,8.0,resample_100_soft,fp32,2,1,2,0.4842431533616037,0.4842431533616037,0.0031260228715837,0.9653602838516236,0.579747675685212,"0, 1",0.5
"Гельмгольц, m=8",helmholtz1d,m,8.0,resample_100_soft,fp64,2,1,2,0.3565394531813218,0.3565394531813218,0.0025188842046772,0.7105600221579664,0.6055450705392256,"0, 1",0.5
"Гельмгольц, m=8",helmholtz1d,m,8.0,resample_2k,fp32,2,1,2,0.49979674903443083,0.49979674903443083,0.0018775480566546,0.997715950012207,0.5724304608302191,"0, 1",0.5
"Гельмгольц, m=8",helmholtz1d,m,8.0,resample_2k,fp64,2,2,2,0.9655925334747055,0.9655925334747055,0.9270554297052566,1.0041296372441544,1.2623247924495749,"0, 1",1.0
"Гельмгольц, m=8",helmholtz1d,m,8.0,resample_5k,fp32,2,1,2,0.4196427436545491,0.4196427436545491,0.0163131300359964,0.8229723572731018,1.2452786238864064,"0, 1",0.5
"Гельмгольц, m=8",helmholtz1d,m,8.0,resample_5k,fp64,2,2,2,0.8357008852020027,0.8357008852020027,0.8333270916880886,0.8380746787159169,1.5135352878004782,"0, 1",1.0
"Гельмгольц, m=8",helmholtz1d,m,8.0,resample_proven_128,fp32,3,0,3,0.0022322519216686,0.0026027435281624,0.0022322519216686,0.00334372674115,0.0022322519216686487,"0, 1",0.0
"Гельмгольц, m=8",helmholtz1d,m,8.0,resample_proven_128,fp64,3,1,3,0.0010758262542644,0.07732490510714907,0.0010758262542644,0.2298230628129184,0.0010758262542644114,"0, 1",0.3333333333333333
"Гельмгольц, m=8",helmholtz1d,m,8.0,resample_wide_256,fp32,3,2,3,0.2373065054416656,0.41278430082214373,0.0019152539316564,0.9991311430931092,0.23730650544166565,"0, 1",0.6666666666666666
"Гельмгольц, m=8",helmholtz1d,m,8.0,resample_wide_256,fp64,3,2,3,0.9980026600753076,0.6785512102463374,0.0385436640733099,0.9991073065903948,1.000008642639736,"0, 1",0.6666666666666666
"Гельмгольц, m=8",helmholtz1d,m,8.0,soft_lbfgs,fp32,2,1,2,0.4143065933603793,0.4143065933603793,0.0056408294476568,0.8229723572731018,1.2425589635968208,"0, 1",0.5
"Гельмгольц, m=8",helmholtz1d,m,8.0,soft_lbfgs,fp64,2,2,2,0.8357008852020027,0.8357008852020027,0.8333270916880886,0.8380746787159169,1.5135352878004782,"0, 1",1.0
"Гельмгольц, m=8",helmholtz1d,m,8.0,softer_lbfgs,fp32,2,1,2,0.4168632044456899,0.4168632044456899,0.010754051618278,0.8229723572731018,1.2424990846775472,"0, 1",0.5
"Гельмгольц, m=8",helmholtz1d,m,8.0,softer_lbfgs,fp64,2,2,2,0.8357008852020027,0.8357008852020027,0.8333270916880886,0.8380746787159169,1.5133343338671517,"0, 1",1.0
"Гельмгольц, m=9",helmholtz1d,m,9.0,adam_only,fp32,2,2,2,0.6103802919387817,0.6103802919387817,0.5772601962089539,0.6435003876686096,0.7304167151451111,"0, 1",1.0
"Гельмгольц, m=9",helmholtz1d,m,9.0,adam_only,fp64,2,2,2,0.5025544211868497,0.5025544211868497,0.3718786383536135,0.6332302040200859,0.7135623238476505,"0, 1",1.0
"Гельмгольц, m=9",helmholtz1d,m,9.0,base_2k,fp32,2,1,2,0.5036407802253962,0.5036407802253962,0.0075856037437915,0.9996959567070008,3.0843353662639856,"0, 1",0.5
"Гельмгольц, m=9",helmholtz1d,m,9.0,base_2k,fp64,2,1,2,0.5781763795044393,0.5781763795044393,0.1563372631704687,1.00001549583841,1.0290452712354856,"0, 1",0.5
"Гельмгольц, m=9",helmholtz1d,m,9.0,helmholtz_rs_m9,fp32,2,0,2,0.0010594721825327,0.0010594721825327,0.0004719910793937,0.0016469532856717,0.0028019916207995266,"0, 1",0.0
"Гельмгольц, m=9",helmholtz1d,m,9.0,helmholtz_rs_m9,fp64,2,0,2,0.0009256147461689001,0.0009256147461689001,0.0005594160001707,0.0012918134921671,0.0009788113212761598,"0, 1",0.0
"Гельмгольц, m=9",helmholtz1d,m,9.0,more_points_soft,fp32,2,1,2,0.3216434005298651,0.3216434005298651,0.0016503102378919,0.6416364908218384,2.8610792044200934,"0, 1",0.5
"Гельмгольц, m=9",helmholtz1d,m,9.0,more_points_soft,fp64,2,1,2,0.2982825821384338,0.2982825821384338,0.0033133436255883,0.5932518206512792,1.7950882799297438,"0, 1",0.5
"Гельмгольц, m=9",helmholtz1d,m,9.0,resample_100_soft,fp32,2,2,2,0.8667227327823639,0.8667227327823639,0.7737687826156616,0.9596766829490662,3.185108780860901,"0, 1",1.0
"Гельмгольц, m=9",helmholtz1d,m,9.0,resample_100_soft,fp64,2,1,2,0.38569215246001504,0.38569215246001504,0.0276855118523044,0.7436987930677257,2.078584237724485,"0, 1",0.5
"Гельмгольц, m=9",helmholtz1d,m,9.0,resample_2k,fp32,2,2,2,0.9101124703884125,0.9101124703884125,0.8205289840698242,0.9996959567070008,0.9515724778175354,"0, 1",1.0
"Гельмгольц, m=9",helmholtz1d,m,9.0,resample_2k,fp64,2,1,2,0.5010675589562554,0.5010675589562554,0.0021196220741009,1.00001549583841,0.8123334201637342,"0, 1",0.5
"Гельмгольц, m=9",helmholtz1d,m,9.0,resample_5k,fp32,2,2,2,0.6637359857559204,0.6637359857559204,0.6435003876686096,0.6839715838432312,2.6071403324604034,"0, 1",1.0
"Гельмгольц, m=9",helmholtz1d,m,9.0,resample_5k,fp64,2,2,2,0.7737521724714718,0.7737521724714718,0.6353126044504966,0.9121917404924468,3.6139973093076834,"0, 1",1.0
"Гельмгольц, m=9",helmholtz1d,m,9.0,soft_lbfgs,fp32,2,0,2,0.00805676868185395,0.00805676868185395,0.0033658454194664,0.0127476919442415,0.00805676868185401,"0, 1",0.0
"Гельмгольц, m=9",helmholtz1d,m,9.0,soft_lbfgs,fp64,2,2,2,0.7737521724714718,0.7737521724714718,0.6353126044504966,0.9121917404924468,3.6139973093076834,"0, 1",1.0
"Гельмгольц, m=9",helmholtz1d,m,9.0,softer_lbfgs,fp32,2,0,2,0.018840676173567703,0.018840676173567703,0.0161204040050506,0.0215609483420848,0.02160931285470724,"0, 1",0.0
"Гельмгольц, m=9",helmholtz1d,m,9.0,softer_lbfgs,fp64,2,1,2,0.3321231518911039,0.3321231518911039,0.0289336993317112,0.6353126044504966,2.105842733682293,"0, 1",0.5
"Гельмгольц, m=?",helmholtz1d,m,,helmholtz_main_m12,fp16,2,2,0,,,,,,,1.0
"Гельмгольц, m=?",helmholtz1d,m,,helmholtz_main_m8,fp16,2,2,0,,,,,,,1.0
"Конвекция, beta=30",convection1d,beta,30.0,convection_beta30_beta30p0,fp32,2,2,2,1.0001898407936096,1.0001898407936096,1.0000845193862915,1.0002951622009275,1.1709406971931458,"0, 1",1.0
"Конвекция, beta=30",convection1d,beta,30.0,convection_beta30_beta30p0,fp64,2,0,2,0.007462936888774051,0.007462936888774051,0.0034621931284607,0.0114636806490874,0.007593090601875082,"0, 1",0.0
"Конвекция, beta=30",convection1d,beta,30.0,convection_beta30_lbfgs_grid_beta30p0,fp16,1,1,1,1.0009765625,1.0009765625,1.0009765625,1.0009765625,1.0009765625,0,1.0
"Конвекция, beta=30",convection1d,beta,30.0,convection_beta30_lbfgs_grid_beta30p0,fp32,2,0,2,0.010941238608211251,0.010941238608211251,0.0080388681963086,0.0138436090201139,0.010941238608211279,"0, 1",0.0
"Конвекция, beta=30",convection1d,beta,30.0,convection_beta30_lbfgs_grid_beta30p0,fp64,2,0,2,0.0066253707376576505,0.0066253707376576505,0.0065081180455283,0.006742623429787,0.006710488283064528,"0, 1",0.0
"Конвекция, beta=30",convection1d,beta,30.0,lbfgs_grid_t4,fp32,1,0,1,0.0066110449843108,0.0066110449843108,0.0066110449843108,0.0066110449843108,0.006611044984310865,0,0.0
"Конвекция, beta=30",convection1d,beta,30.0,lbfgs_grid_t4,fp64,1,0,1,0.0101805789260388,0.0101805789260388,0.0101805789260388,0.0101805789260388,0.0104210207454427,0,0.0
"Конвекция, beta=50",convection1d,beta,50.0,convection_beta50_beta50p0,fp32,1,1,1,0.741241991519928,0.741241991519928,0.741241991519928,0.741241991519928,0.741241991519928,0,1.0
"Конвекция, beta=50",convection1d,beta,50.0,convection_beta50_beta50p0,fp64,1,1,1,0.7004091523132202,0.7004091523132202,0.7004091523132202,0.7004091523132202,0.7004091523132202,0,1.0
"Конвекция, beta=50",convection1d,beta,50.0,convection_beta50_wide_lbfgs_beta50p0,fp16,1,1,1,1.0205078125,1.0205078125,1.0205078125,1.0205078125,,0,1.0
"Конвекция, beta=50",convection1d,beta,50.0,convection_beta50_wide_lbfgs_beta50p0,fp32,1,1,1,0.6873066425323486,0.6873066425323486,0.6873066425323486,0.6873066425323486,0.6873066425323486,0,1.0
"Конвекция, beta=50",convection1d,beta,50.0,convection_beta50_wide_lbfgs_beta50p0,fp64,1,0,1,0.0071818074399789,0.0071818074399789,0.0071818074399789,0.0071818074399789,0.007181807439978906,0,0.0
"Конвекция, beta=50",convection1d,beta,50.0,lbfgs_grid_t4,fp32,1,1,1,0.8505832552909851,0.8505832552909851,0.8505832552909851,0.8505832552909851,0.8505832552909851,0,1.0
"Конвекция, beta=50",convection1d,beta,50.0,lbfgs_grid_t4,fp64,1,1,1,0.8581250754380461,0.8581250754380461,0.8581250754380461,0.8581250754380461,1.885598995013883,0,1.0
"Конвекция, beta=?",convection1d,beta,,convection_beta30_beta30p0,fp16,2,2,0,,,,,,,1.0
"Конвекция, beta=?",convection1d,beta,,convection_beta30_lbfgs_grid_beta30p0,fp16,1,1,0,,,,,,,1.0
"Конвекция, beta=?",convection1d,beta,,convection_beta50_beta50p0,fp16,1,1,0,,,,,,,1.0
"Теплопроводность, alpha=0.1",heat1d,alpha,0.1,float32_seed0,,1,0,1,0.000338888465194,0.000338888465194,0.000338888465194,0.000338888465194,0.0003388884651940316,0,0.0
"Теплопроводность, alpha=0.1",heat1d,alpha,0.1,heat1d,fp32,3,0,3,0.0003752529737539,0.0003942041027281667,0.0002165301557397,0.0005908291786909,0.00037525297375395894,"0, 1, 2",0.0
"Теплопроводность, alpha=0.1",heat1d,alpha,0.1,heat1d,fp64,3,0,3,0.0003106738239774,0.0004702419473657,0.0002769395990441,0.0008231124190756,0.00031067382397749623,"0, 1, 2",0.0
"Теплопроводность, alpha=0.1",heat1d,alpha,0.1,smoke_heat1d_fp32_seed0,fp32,1,1,1,0.561500072479248,0.561500072479248,0.561500072479248,0.561500072479248,0.6298768520355225,0,1.0
