step,opt,total_loss,pde_loss,ic_loss,bc_loss,l2_error,time_sec
1,adam,0.6895673344551498,0.49622973162754774,0.0,0.19333760282760207,1.1231148556863184,0.04781007766723633
100,adam,0.49623402552488094,0.49621923096189413,0.0,1.4794562986818213e-05,1.0042233213795881,3.7152600288391113
200,adam,0.49620946049742365,0.49620945223023055,0.0,8.267193100268426e-09,1.0034972861686156,7.423654556274414
300,adam,0.5046141533497125,0.504614139655136,0.0,1.3694576451181926e-08,1.0030817962573007,11.129465818405151
400,adam,0.5046019510672106,0.5046019376070097,0.0,1.3460200935861966e-08,1.0026828724079602,14.836852788925171
500,adam,0.4967224365106807,0.4967224174758891,0.0,1.9034791652385597e-08,1.0033644326043811,18.55114197731018
600,adam,0.49670329702168114,0.4967032776099317,0.0,1.9411749450507766e-08,1.004408760632138,22.25133514404297
700,adam,0.4962277857795267,0.49622777301450754,0.0,1.276501915354617e-08,1.0034287256940981,25.955978631973267
800,adam,0.49619993773244425,0.4961999251034233,0.0,1.262902096698008e-08,1.0023661885070045,29.672531843185425
900,adam,0.49881339092536237,0.49881337827934763,0.0,1.2646014734898468e-08,1.0009188573726522,33.38479232788086
1000,adam,0.498776726263069,0.4987767135488084,0.0,1.27142605824723e-08,1.0000481794352736,37.10135817527771
1100,adam,0.507186249347981,0.507186231386247,0.0,1.7961734042777298e-08,1.0000432591879107,40.81625199317932
1200,adam,0.5071297596241556,0.5071297398980532,0.0,1.9726102396432592e-08,1.0000876543327935,44.5291862487793
1300,adam,0.5050601730833938,0.505060137110278,0.0,3.597311579113503e-08,1.0000953403326902,48.25046706199646
1400,adam,0.5048508903019493,0.5048508453240583,0.0,4.497789091235745e-08,1.0000167630869259,51.981104135513306
1500,adam,0.497909419413868,0.4979093860369791,0.0,3.3376888897835216e-08,1.0000703850226134,55.70427632331848
1600,adam,0.497288446725793,0.4972884035445848,0.0,4.318120818669834e-08,0.9997558185856215,59.43009305000305
1700,adam,0.5042918851349073,0.504287524288905,0.0,4.3608460023206134e-06,0.9993987060938637,63.15368127822876
1800,adam,0.48672368668606925,0.4867234361226052,0.0,2.505634640309288e-07,0.9866906636315977,66.87786960601807
1900,adam,0.40462375492856206,0.40462119518792017,0.0,2.5597406419181894e-06,1.2154192544118372,70.59953188896179
2000,adam,0.3870318985138464,0.3870318932326669,0.0,5.281179477236466e-09,1.5579284854384898,74.33225274085999
2100,adam,0.37219605029560315,0.36917515059954625,0.0,0.0030208996960568993,1.4700901919445422,78.07418823242188
2200,adam,0.34844067050716077,0.3475727546552902,0.0,0.0008679158518705433,1.1795631382990004,81.80039477348328
2300,adam,0.3148088527849773,0.31467823967880976,0.0,0.0001306131061675119,0.9358567692209363,85.53082346916199
2400,adam,0.2913067848796694,0.2912805224776796,0.0,2.6262401989785914e-05,1.0355643685668832,89.27409076690674
2500,adam,0.2947902848208875,0.29463852909778054,0.0,0.00015175572310692492,1.1369474677834903,93.00374436378479
2600,adam,0.2893396649749634,0.28933963612120145,0.0,2.8853761952308692e-08,1.2058210602146517,96.74385237693787
2700,adam,0.28187355318313845,0.2818734765955436,0.0,7.658759482313862e-08,1.263182306414761,100.47967219352722
2800,adam,0.26461868144484346,0.26456931441427456,0.0,4.936703056889526e-05,1.5452104357494898,104.21128439903259
2900,adam,0.24647980922945875,0.24647962860137296,0.0,1.8062808579644786e-07,1.8982887536612993,107.95691394805908
3000,adam,0.24684542699907958,0.24110006132685619,0.0,0.005745365672223389,1.7840256661066956,111.69616103172302
3100,adam,0.23947594471771108,0.23947588361883082,0.0,6.109888025495603e-08,1.4632679370588748,115.43926000595093
3200,adam,0.23035149052420814,0.2303513769945584,0.0,1.1352964974612997e-07,1.1211311802384967,119.17352199554443
3300,adam,0.21028253340038838,0.21028000140810846,0.0,2.531992279918828e-06,1.0862938410117147,122.92147254943848
3400,adam,0.1956485038128701,0.19488956295261314,0.0,0.0007589408602569629,1.6021693207841632,126.66340017318726
3500,adam,0.18360256817307427,0.18360238907909077,0.0,1.7909398349752766e-07,1.712773347735467,130.39648866653442
3600,adam,0.17792363528846183,0.17789720766979644,0.0,2.6427618665387013e-05,1.685071044791098,134.13854026794434
3700,adam,0.17144898592026128,0.1714488896793505,0.0,9.624091076079714e-08,1.4463904126968012,137.8732841014862
3800,adam,0.15434752725020576,0.1543464259527441,0.0,1.1012974616758342e-06,0.9121917404924468,141.61342310905457
3900,adam,0.1281325750526652,0.12813191726555434,0.0,6.577871108661252e-07,1.550853022200622,145.3550364971161
4000,adam,0.12024133526610317,0.12024109189890192,0.0,2.4336720125404593e-07,2.2901508485022943,149.09680700302124
4100,adam,0.12804158780498742,0.12804153384069805,0.0,5.396428936724212e-08,2.6453430292556517,152.8425657749176
4200,adam,0.12385800976549305,0.12010620839695069,0.0,0.0037518013685423663,2.3505964354455773,156.5849964618683
4300,adam,0.0980980508266361,0.0980971449146274,0.0,9.059120086996798e-07,1.5313362925414402,160.32088828086853
4400,adam,0.0821536144267862,0.08146702288895134,0.0,0.0006865915378348664,1.3284942996288711,164.05770802497864
4500,adam,0.08155174368949687,0.08155122619617908,0.0,5.17493317788377e-07,1.9239853671982252,167.78873872756958
4600,adam,0.07800375401748748,0.07800367669480998,0.0,7.732267749449268e-08,2.447858708949168,171.5267674922943
4700,adam,0.07216931453364674,0.07216051800457199,0.0,8.796529074743114e-06,2.7291193335868087,175.27121996879578
4800,adam,0.06991318894491055,0.06991314831863651,0.0,4.062627403473644e-08,3.074168284737393,179.01305103302002
4900,adam,0.06449358778049209,0.06402064244335197,0.0,0.00047294533714012626,3.0801986009196525,182.7628049850464
