step,opt,total_loss,pde_loss,ic_loss,bc_loss,l2_error,time_sec
1,adam,0.5064631700515747,0.4920649230480194,0.0,0.014398237690329552,1.0142433643341064,0.015518903732299805
100,adam,0.4920479357242584,0.4920428693294525,0.0,5.073604825156508e-06,1.0004862546920776,0.9338088035583496
200,adam,0.4920286536216736,0.4920285940170288,0.0,5.4482509170838966e-08,1.0001353025436401,1.8978488445281982
300,adam,0.492977499961853,0.49297744035720825,0.0,5.414970871697733e-08,1.000154972076416,2.830110549926758
400,adam,0.49295809864997864,0.49295803904533386,0.0,5.482698028913546e-08,1.0002024173736572,3.753089427947998
500,adam,0.49469122290611267,0.4946911931037903,0.0,3.140808146895324e-08,1.0000016689300537,4.6992785930633545
600,adam,0.4946628212928772,0.4946627914905548,0.0,3.1975414316320894e-08,0.9999026656150818,5.6326744556427
700,adam,0.49236974120140076,0.49236971139907837,0.0,3.579473073500594e-08,1.000001072883606,6.5546252727508545
800,adam,0.49232643842697144,0.49232640862464905,0.0,3.759834044103627e-08,1.0003600120544434,7.460583925247192
900,adam,0.5013095140457153,0.5013094544410706,0.0,5.6707648354858975e-08,1.000292420387268,8.366304636001587
1000,adam,0.5012406706809998,0.501240611076355,0.0,6.312557587762058e-08,1.0001423358917236,9.2833251953125
1100,adam,0.49645718932151794,0.49645712971687317,0.0,7.193191464693882e-08,0.9998031854629517,10.19511079788208
1200,adam,0.4962840974330902,0.49628400802612305,0.0,9.021208313697571e-08,1.0001715421676636,11.117079257965088
1300,adam,0.4918965995311737,0.49189648032188416,0.0,1.1576272385127595e-07,1.0021824836730957,12.061878442764282
1400,adam,0.49120602011680603,0.4912058413028717,0.0,1.7252837380965502e-07,1.0087356567382812,12.980272769927979
1500,adam,0.4913117587566376,0.49131152033805847,0.0,2.3609655386280792e-07,1.022642970085144,13.907883405685425
1600,adam,0.49541324377059937,0.4740191400051117,0.0,0.021394098177552223,1.0518443584442139,14.841978073120117
1700,adam,0.39351487159729004,0.39350420236587524,0.0,1.0672476491890848e-05,1.711415410041809,15.761004447937012
1800,adam,0.37671181559562683,0.3767090141773224,0.0,2.7947648959525395e-06,1.749149203300476,16.674712657928467
1900,adam,0.3643421530723572,0.3642862141132355,0.0,5.5938406148925424e-05,1.4682530164718628,17.580751180648804
2000,adam,0.3478684425354004,0.34779301285743713,0.0,7.543295214418322e-05,1.188036561012268,18.482097864151
2100,adam,0.33246535062789917,0.33246028423309326,0.0,5.063975550001487e-06,1.0479767322540283,19.410670518875122
2200,adam,0.3208788335323334,0.3199554979801178,0.0,0.0009233452146872878,1.001155972480774,20.334228515625
2300,adam,0.3085717558860779,0.3081853985786438,0.0,0.0003863610909320414,1.0829094648361206,21.247507572174072
2400,adam,0.29683297872543335,0.2947085499763489,0.0,0.002124414313584566,1.0734801292419434,22.1913161277771
2500,adam,0.2884671688079834,0.2884664833545685,0.0,6.757779829058563e-07,1.047267198562622,23.10966420173645
2600,adam,0.2791532874107361,0.27912917733192444,0.0,2.411782588751521e-05,1.1358343362808228,24.053627967834473
2700,adam,0.25685927271842957,0.25685906410217285,0.0,1.9894740432846447e-07,1.446225881576538,24.972936391830444
2800,adam,0.24377840757369995,0.243778258562088,0.0,1.5537057151959743e-07,1.892817497253418,25.896991968154907
2900,adam,0.2508472800254822,0.25084564089775085,0.0,1.6469095953652868e-06,1.9990051984786987,26.822253227233887
3000,adam,0.2463557869195938,0.24635568261146545,0.0,1.0105453895903338e-07,1.8286519050598145,27.7461838722229
3100,adam,0.24591410160064697,0.2459135204553604,0.0,5.754859557782765e-07,1.7572873830795288,28.667277336120605
3200,adam,0.24013178050518036,0.24013173580169678,0.0,3.8046543693326385e-08,1.5265785455703735,29.58742618560791
3300,adam,0.21534575521945953,0.21502679586410522,0.0,0.00031895938445813954,1.1605174541473389,30.504988193511963
3400,adam,0.19470886886119843,0.19470876455307007,0.0,1.0000483285921291e-07,1.0366257429122925,31.424971342086792
3500,adam,0.1855027675628662,0.18548305332660675,0.0,1.971136407519225e-05,1.1860846281051636,32.36935257911682
3600,adam,0.1805364489555359,0.1805364191532135,0.0,2.7852872008793383e-08,1.3420007228851318,33.28121280670166
3700,adam,0.17215114831924438,0.17188195884227753,0.0,0.0002691895351745188,1.2200591564178467,34.18660020828247
3800,adam,0.16249918937683105,0.16249912977218628,0.0,5.8910185174454455e-08,1.0246165990829468,35.10100197792053
3900,adam,0.14673945307731628,0.1467391848564148,0.0,2.642880758685351e-07,1.1195979118347168,36.01996469497681
4000,adam,0.13332512974739075,0.13331009447574615,0.0,1.5038113815535326e-05,1.7719693183898926,36.93805408477783
4100,adam,0.1380472034215927,0.13804715871810913,0.0,4.43948202644151e-08,1.9305009841918945,37.86859488487244
4200,adam,0.13648395240306854,0.13648390769958496,0.0,4.122385277582907e-08,2.0394833087921143,38.790592432022095
4300,adam,0.12432464957237244,0.12432462722063065,0.0,2.5124780478336106e-08,2.0763072967529297,39.714112520217896
4400,adam,0.12277050316333771,0.12263356894254684,0.0,0.00013693078653886914,2.118468761444092,40.64569354057312
4500,adam,0.12052924185991287,0.12052924185991287,0.0,5.864237984098963e-10,2.1416337490081787,41.5971794128418
4600,adam,0.12186972796916962,0.11692504584789276,0.0,0.004944683518260717,2.0624282360076904,42.51006507873535
4700,adam,0.10320823639631271,0.1032072976231575,0.0,9.374666092298867e-07,1.6763074398040771,43.42158579826355
4800,adam,0.07779019325971603,0.07776018977165222,0.0,3.0005359803908505e-05,1.1896518468856812,44.344114542007446
4900,adam,0.06424706429243088,0.06424686312675476,0.0,1.980876902507589e-07,0.7112886309623718,45.26866364479065
5000,adam,0.05494514852762222,0.05489148944616318,0.0,5.365924516809173e-05,0.6435003876686096,46.17132329940796
5001,lbfgs,0.05488903447985649,0.05488855019211769,0.0,4.848976686844253e-07,0.6423307061195374,46.19589948654175
5100,lbfgs,0.03226423263549805,0.03216424956917763,0.0,9.998435416491702e-05,2.279017925262451,48.84787058830261
5200,lbfgs,0.00815693847835064,0.008155320771038532,0.0,1.6181588762265164e-06,6.608737468719482,52.33141279220581
5300,lbfgs,0.005722258239984512,0.005721166729927063,0.0,1.0914203585343785e-06,8.245529174804688,55.6998016834259
5400,lbfgs,0.004075848031789064,0.004075040575116873,0.0,8.072664741121116e-07,5.436297416687012,59.118982553482056
5500,lbfgs,0.0014934976352378726,0.0014930627075955272,0.0,4.3489950485309237e-07,3.8737387657165527,62.52864098548889
5600,lbfgs,0.0004439159238245338,0.00044389808317646384,0.0,1.7842110011656587e-08,1.7550688982009888,66.03245544433594
5700,lbfgs,0.00010398705489933491,0.00010398025187896565,0.0,6.805004559851113e-09,0.25991520285606384,69.49389624595642
5800,lbfgs,4.4429016270441934e-05,4.442873614607379e-05,0.0,2.8147539854472825e-10,0.11782397329807281,73.00723934173584
5900,lbfgs,3.3477717806817964e-05,3.347759411553852e-05,0.0,1.2456979892050413e-10,0.046355437487363815,76.48711347579956
6000,lbfgs,2.6392468498670496e-05,2.6392226573079824e-05,0.0,2.4118229635661237e-10,0.1851380169391632,79.93209171295166
6100,lbfgs,1.6939840861596167e-05,1.6934704035520554e-05,0.0,5.136835845576115e-09,0.12757447361946106,83.42992925643921
6200,lbfgs,9.732932085171342e-06,9.731052159622777e-06,0.0,1.880119615549347e-09,0.015061658807098866,86.86267471313477
6300,lbfgs,5.844301085744519e-06,5.844269708177308e-06,0.0,3.1585845050585704e-11,0.00840470939874649,90.3306097984314
6400,lbfgs,4.672875093092443e-06,4.672865543398075e-06,0.0,9.467981954003335e-12,0.013747129589319229,93.84460353851318
6500,lbfgs,3.6871624615741894e-06,3.687142225317075e-06,0.0,2.0174084625068645e-11,0.0033658454194664955,97.28532552719116
