step,opt,total_loss,pde_loss,ic_loss,bc_loss,l2_error,time_sec
1,adam,0.6481606364250183,0.5010707974433899,0.0,0.14708982408046722,1.0668696165084839,0.018582820892333984
100,adam,0.5011037588119507,0.5010709762573242,0.0,3.279970042058267e-05,1.0003968477249146,1.1012773513793945
200,adam,0.5010702610015869,0.5010702610015869,0.0,3.4772411616756926e-09,1.0001600980758667,2.1850006580352783
300,adam,0.5033602118492126,0.5033602118492126,0.0,3.212420329745669e-09,1.0001428127288818,3.2663769721984863
400,adam,0.5033590197563171,0.5033590197563171,0.0,3.216610977574419e-09,1.0001267194747925,4.344695568084717
500,adam,0.505544900894165,0.505544900894165,0.0,3.999967468359955e-09,1.0000778436660767,5.412248134613037
600,adam,0.5055410861968994,0.5055410861968994,0.0,4.0654288824271134e-09,1.000051736831665,6.493507146835327
700,adam,0.4928378760814667,0.4928378760814667,0.0,3.571106077515651e-09,1.0000560283660889,7.577481269836426
800,adam,0.4928353428840637,0.4928353428840637,0.0,3.5660081554311773e-09,1.000077724456787,8.66397213935852
900,adam,0.5022132396697998,0.5022132396697998,0.0,5.746635611814099e-09,1.0000905990600586,9.73356580734253
1000,adam,0.502210259437561,0.502210259437561,0.0,5.76955816455893e-09,1.0001050233840942,10.810101747512817
1100,adam,0.5069529414176941,0.5069529414176941,0.0,4.479549620128864e-09,1.000176191329956,11.881828784942627
1200,adam,0.5069471001625061,0.5069471001625061,0.0,4.519068230735002e-09,1.0003011226654053,12.951202630996704
1300,adam,0.5012771487236023,0.5012771487236023,0.0,5.508811184995466e-09,1.000624418258667,14.031650304794312
1400,adam,0.5012663006782532,0.5012663006782532,0.0,5.660628410453228e-09,1.0011430978775024,15.103238344192505
1500,adam,0.4936426281929016,0.4936426281929016,0.0,5.431779470654874e-09,1.0013072490692139,16.178868293762207
1600,adam,0.4936352074146271,0.4936352074146271,0.0,5.606625386178621e-09,1.0014448165893555,17.245872735977173
1700,adam,0.4970557987689972,0.4970557987689972,0.0,5.301476591057508e-09,1.0014923810958862,18.317193269729614
1800,adam,0.49704694747924805,0.49704694747924805,0.0,5.546268777578689e-09,1.0015395879745483,19.392263174057007
1900,adam,0.4983952045440674,0.4983952045440674,0.0,3.987833618879222e-09,1.0020170211791992,20.453262090682983
2000,adam,0.49838176369667053,0.49838176369667053,0.0,4.24486756855913e-09,1.00264573097229,21.522433757781982
2100,adam,0.5007890462875366,0.5007890462875366,0.0,7.2875070422639965e-09,1.0031497478485107,22.59661316871643
2200,adam,0.5007525086402893,0.5007525086402893,0.0,8.385788063947075e-09,1.0036590099334717,23.67098093032837
2300,adam,0.49471810460090637,0.49471810460090637,0.0,1.0956237694870197e-08,1.004300594329834,24.746105432510376
2400,adam,0.4946361780166626,0.4946361780166626,0.0,1.3005323040715666e-08,1.0049164295196533,25.812485933303833
2500,adam,0.49910593032836914,0.49910593032836914,0.0,1.2322836973055473e-08,1.005366325378418,26.869582653045654
2600,adam,0.49888285994529724,0.49888285994529724,0.0,1.366458590723596e-08,1.0059351921081543,27.931283950805664
2700,adam,0.5017570853233337,0.5017452836036682,0.0,1.1808418094005901e-05,1.0076179504394531,29.006227016448975
2800,adam,0.500895619392395,0.500895619392395,0.0,4.4831773848841294e-09,1.011406421661377,30.073191165924072
2900,adam,0.5022167563438416,0.4961414933204651,0.0,0.006075255572795868,1.0481109619140625,31.15865206718445
3000,adam,0.47972097992897034,0.479720801115036,0.0,1.8445415150836197e-07,1.1166396141052246,32.236886501312256
3100,adam,0.4692063629627228,0.4692010283470154,0.0,5.343636530596996e-06,1.2601900100708008,33.32796573638916
3200,adam,0.47182825207710266,0.4634746015071869,0.0,0.0083536421880126,1.260432243347168,34.41669154167175
3300,adam,0.4589288532733917,0.4589287042617798,0.0,1.5154499521941034e-07,1.1516319513320923,35.50160598754883
3400,adam,0.44532737135887146,0.4453125,0.0,1.4868688595015556e-05,1.0563182830810547,36.58453583717346
3500,adam,0.42014312744140625,0.42005741596221924,0.0,8.571368380216882e-05,1.1770732402801514,37.67470145225525
3600,adam,0.40664488077163696,0.4066319167613983,0.0,1.2978167433175258e-05,1.1276403665542603,38.75567150115967
3700,adam,0.4041464328765869,0.4041435122489929,0.0,2.9200175504229264e-06,1.1357731819152832,39.83389735221863
3800,adam,0.4043472409248352,0.3953589200973511,0.0,0.008988315239548683,1.1949995756149292,40.918766498565674
3900,adam,0.38228639960289,0.3815530240535736,0.0,0.0007333789253607392,1.1501096487045288,41.98842644691467
4000,adam,0.36392518877983093,0.36336392164230347,0.0,0.0005612564855255187,1.1394929885864258,43.0602502822876
4100,adam,0.34878990054130554,0.34772923588752747,0.0,0.001060651382431388,1.1544729471206665,44.142998695373535
4200,adam,0.34234997630119324,0.3423489034175873,0.0,1.0690354201869923e-06,1.1278005838394165,45.21781134605408
4300,adam,0.34301623702049255,0.3430096507072449,0.0,6.580737135664094e-06,1.0875835418701172,46.30302023887634
4400,adam,0.3369797468185425,0.33697566390037537,0.0,4.096191787539283e-06,1.118985652923584,47.38431143760681
4500,adam,0.3225940763950348,0.3225800096988678,0.0,1.4067202755541075e-05,1.2539278268814087,48.4581618309021
4600,adam,0.31231746077537537,0.3123173713684082,0.0,8.023244646437888e-08,1.3985297679901123,49.534427642822266
4700,adam,0.29831305146217346,0.2982783019542694,0.0,3.475934499874711e-05,1.4042996168136597,50.606773376464844
4800,adam,0.3133147656917572,0.28886470198631287,0.0,0.024450071156024933,1.180039405822754,51.68187856674194
4900,adam,0.26890143752098083,0.2689012587070465,0.0,1.8463296669324336e-07,0.9407516121864319,52.75947403907776
5000,adam,0.2594934105873108,0.2594859004020691,0.0,7.511786861869041e-06,0.9582352042198181,53.82144260406494
5100,adam,0.2679596543312073,0.2679596245288849,0.0,1.6430409033318938e-08,1.0497243404388428,54.88532519340515
5200,adam,0.2652408182621002,0.26519671082496643,0.0,4.410667315823957e-05,1.096817970275879,55.952282428741455
5300,adam,0.2651963531970978,0.2651963233947754,0.0,1.5820841525737706e-08,1.1580848693847656,57.01367473602295
5400,adam,0.26330840587615967,0.26220911741256714,0.0,0.0010992831084877253,1.0957120656967163,58.07482290267944
5500,adam,0.2541230320930481,0.2541230022907257,0.0,2.331674764377567e-08,1.0556578636169434,59.14589262008667
5600,adam,0.2486778199672699,0.24430106580257416,0.0,0.004376760218292475,0.9455166459083557,60.219515562057495
5700,adam,0.22567692399024963,0.22567670047283173,0.0,2.2671736132906517e-07,1.037711262702942,61.30788540840149
5800,adam,0.20964719355106354,0.20964719355106354,0.0,3.054337671670737e-09,1.0780595541000366,62.38361859321594
5900,adam,0.1930181235074997,0.19299615919589996,0.0,2.196675632148981e-05,0.8956751227378845,63.468172550201416
