,,final_l2_error,final_l2_error,final_loss,final_loss,time_sec,time_sec
,,mean,std,mean,std,mean,std
nu,dtype,,,,,,
0.001,fp32,0.3892252743244171,0.20555078706974703,0.032734268655379616,0.007759876655854514,100.17544301350911,1.336334881341565
0.001,fp64,0.596845316237653,0.3491430322949575,0.21351129607865169,0.2560633232727561,171.47761511802673,1.323396290987863
0.01,fp32,0.04924183587233225,0.00011041474296994969,3.6238861260547615e-05,4.579939999884352e-06,99.5098861058553,0.6164581062154618
0.01,fp64,0.0492389878041661,4.554046763270578e-05,3.914704426136866e-05,5.760296222272612e-06,173.45754996935526,0.2003584859592051
0.1,fp32,0.02361713784436385,0.00012474768813205273,1.0233702899616523e-05,6.5023844218421506e-06,103.44835742314656,3.6187459141005873
0.1,fp64,0.0237660824473384,8.502676308585023e-05,1.0029621293677448e-05,2.7786331510692217e-06,173.24589451154074,0.5850468754512143
