task_name,variant,case_name,case_value,fp32_best_l2_error_mean,fp64_best_l2_error_mean,fp32_final_l2_error_mean,fp64_final_l2_error_mean,fp64_over_fp32_best,fp64_over_fp32_final
burgers1d,burgers_main,nu,0.001,0.25809021294116974,0.25300338967677594,0.25947022438049316,0.2547229556510158,0.9802905224246016,0.9817039942027574
burgers1d,burgers_main,nu,0.002,0.15779475681483746,0.2784619062602395,0.1585552804172039,0.28062800368521146,1.764709499105839,1.7699063881492916
convection1d,convection_beta30,beta,30.0,1.0001898407936096,0.0074629368887741175,1.1709406971931458,0.007593090601875082,0.007461520387822159,0.006484607307677007
convection1d,convection_beta50,beta,50.0,0.741241991519928,0.7004091523132202,0.741241991519928,0.7004091523132202,0.9449129438511984,0.9449129438511984
helmholtz1d,helmholtz_main,m,8.0,0.5019146215636283,0.0008813547300047127,0.5019243967253715,0.0008813547300047127,0.0017559853651184822,0.0017559511666593625
helmholtz1d,helmholtz_main,m,12.0,0.9999948143959045,0.9995139673514024,1.0000017285346985,1.0000025393619338,0.9995191504620026,1.0000008108258338
