run_id,variant,task_name,m,dtype,seed,hid_size,num_layers,init_gain,n_collocation,point_mode,adam_steps_config,lr_adam,lbfgs_steps_config,lbfgs_max_iter,lbfgs_max_eval,lbfgs_history_size,lbfgs_tolerance_grad,lbfgs_tolerance_change,resample_every,lbfgs_lr,hard_bc,bc_weight,final_loss,final_l2_error,best_l2_error,best_step,l2_ratio,time_sec,log_dir
1,resample_proven_128,helmholtz1d,8,fp32,0,128,4,,5000,,10000,0.0005,1000,1,,50,1e-08,1e-09,200,1.0,False,1.0,9.212950544679188e-07,0.0022322519216686487,0.0022322519216686487,10200,1.0,127.70034313201904,results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r001_m8_resample_proven_128_fp32_s0
2,resample_proven_128,helmholtz1d,8,fp64,0,128,4,,5000,,10000,0.0005,1000,1,,50,1e-08,1e-09,200,1.0,False,1.0,1.7426919943344067e-06,0.0010758262542644114,0.0010758262542644114,10300,1.0,128.07416677474976,results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r002_m8_resample_proven_128_fp64_s0
3,resample_wide_256,helmholtz1d,8,fp32,0,256,3,1.0,5000,,8000,0.0005,1000,3,,50,1e-08,1e-09,200,1.0,False,1.0,0.0009372237254865468,0.23730650544166565,0.23730650544166565,9000,1.0,122.66413736343384,results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r003_m8_resample_wide_256_fp32_s0
4,resample_wide_256,helmholtz1d,8,fp64,0,256,3,1.0,5000,,8000,0.0005,1000,3,,50,1e-08,1e-09,200,1.0,False,1.0,0.13329940851240557,2.205890885713629,0.9991073065903948,4600,2.207861829418069,147.1932294368744,results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r004_m8_resample_wide_256_fp64_s0
5,resample_proven_128,helmholtz1d,12,fp32,0,128,4,,5000,,10000,0.0005,1000,1,,50,1e-08,1e-09,200,1.0,False,1.0,1.3776952982880175e-06,0.01866859942674637,0.01866859942674637,11000,1.0,139.69180274009705,results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r005_m12_resample_proven_128_fp32_s0
6,resample_proven_128,helmholtz1d,12,fp64,0,128,4,,5000,,10000,0.0005,1000,1,,50,1e-08,1e-09,200,1.0,False,1.0,2.030532768650081e-06,0.003084684244547737,0.003084684244547737,11000,1.0,139.5144064426422,results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r006_m12_resample_proven_128_fp64_s0
7,resample_wide_256,helmholtz1d,12,fp32,0,256,3,1.0,5000,,8000,0.0005,1000,3,,50,1e-08,1e-09,200,1.0,False,1.0,0.5016689300537109,1.0000007152557373,0.9996394515037537,2600,1.0003613940520657,196.79501867294312,results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r007_m12_resample_wide_256_fp32_s0
8,resample_wide_256,helmholtz1d,12,fp64,0,256,3,1.0,5000,,8000,0.0005,1000,3,,50,1e-08,1e-09,200,1.0,False,1.0,0.5021591008449703,1.0000014776554678,0.9992590815203,4700,1.0007429465980318,101.71176409721375,results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r008_m12_resample_wide_256_fp64_s0
