variant,m,fp32,fp64,fp64_over_fp32
resample_proven_128,8,0.0022322519216686487,0.0010758262542644114,0.4819466135615248
resample_proven_128,12,0.01866859942674637,0.003084684244547737,0.16523383324237662
resample_wide_256,8,0.23730650544166565,0.9991073065903948,4.210197713420857
resample_wide_256,12,0.9996394515037537,0.9992590815203,0.9996194928252566
