variant,nu,dtype,best_l2_median,best_l2_min,final_l2_median,ok_5e_2,ok_1e_1,time_median
adam3000_lbfgs5000_inner5_resample200,0.001,fp32,0.27088141441345215,0.27088141441345215,0.27088141441345215,0.0,0.0,690.6303808689117
adam3000_lbfgs5000_inner5_resample200,0.001,fp64,0.09958194150329346,0.09958194150329346,0.1003156039928465,0.0,1.0,5103.282606601715
adam3000_lbfgs5000_inner5_resample200,0.002,fp32,0.047775086015462875,0.047775086015462875,0.050614576786756516,1.0,1.0,697.4383900165558
adam3000_lbfgs5000_inner5_resample200,0.002,fp64,0.048379421062698866,0.048379421062698866,0.050917320703828754,1.0,1.0,5115.536487817764
adam3000_lbfgs5000_inner5_resample200,0.005,fp32,0.04780183359980583,0.04780183359980583,0.05202233046293259,1.0,1.0,694.5072250366211
adam3000_lbfgs5000_inner5_resample200,0.005,fp64,0.05190767591783436,0.05190767591783436,0.052059250369430064,0.0,1.0,5001.841319561005
