task_name,variant,case_name,case_value,fp32_best_l2_error_mean,fp64_best_l2_error_mean,fp32_final_l2_error_mean,fp64_final_l2_error_mean,fp64_over_fp32_best,fp64_over_fp32_final,fp64_result
convection1d,convection_beta30_lbfgs_grid,beta,30.0,0.0109412386082112,0.0066253707376577,0.0109412386082112,0.0067104882830645,0.6055411982959088,0.6133207147158257,fp64 better
convection1d,convection_beta50_wide_lbfgs,beta,50.0,0.6873066425323486,0.0071818074399789,0.6873066425323486,0.0071818074399789,0.0104492041769273,0.0104492041769273,fp64 better
helmholtz1d,helmholtz_resample_long,m,12.0,0.0125305147375911,0.0021135880520116,0.0125305147375911,0.0025480609936873,0.1686752776141687,0.2033484694801268,fp64 better
