variant,nu,fp32,fp64,fp64_over_fp32
adam3000_lbfgs5000_inner5_resample200,0.001,0.27088141441345215,0.09958194150329346,0.3676219046586171
adam3000_lbfgs5000_inner5_resample200,0.002,0.047775086015462875,0.048379421062698866,1.0126495857493671
adam3000_lbfgs5000_inner5_resample200,0.005,0.04780183359980583,0.05190767591783436,1.08589298796365
